Ticker,Currency,Date,Open,High,Low,Close,Volume,Adj Close
BCY.SI,SGD,12/13/2016,1.03,1.03,1.03,1.03,1800,1.03
BCY.SI,SGD,12/12/2016,1.05,1.05,1.05,1.05,9000,1.05
BCY.SI,SGD,12/9/2016,1.08,1.08,1.08,1.08,1000,1.08
BCY.SI,SGD,12/8/2016,1.06,1.06,1.06,1.06,0,1.06
BCY.SI,SGD,12/7/2016,1.06,1.06,1.06,1.06,0,1.06
BCY.SI,SGD,12/6/2016,1.03,1.06,1.03,1.06,4700,1.06
BCY.SI,SGD,12/5/2016,1.025,1.025,1.025,1.025,0,1.025
BCY.SI,SGD,12/2/2016,1.025,1.025,1.025,1.025,0,1.025
BCY.SI,SGD,12/1/2016,1.02,1.03,1.02,1.025,14200,1.025
BCY.SI,SGD,11/30/2016,1.06,1.06,1.06,1.06,0,1.06
BCY.SI,SGD,11/29/2016,1.06,1.06,1.06,1.06,5000,1.06
BCY.SI,SGD,11/28/2016,1.06,1.06,1.06,1.06,4000,1.06
BCY.SI,SGD,11/25/2016,1.03,1.03,1.03,1.03,10900,1.03
BCY.SI,SGD,11/24/2016,1.05,1.05,1.05,1.05,2000,1.05
BCY.SI,SGD,11/23/2016,1.06,1.06,1.06,1.06,0,1.06
BCY.SI,SGD,11/22/2016,1.06,1.06,1.06,1.06,8400,1.06
BCY.SI,SGD,11/21/2016,1.055,1.065,1.055,1.065,7600,1.065
BCY.SI,SGD,11/18/2016,1.05,1.05,1.05,1.05,2000,1.05
BCY.SI,SGD,11/17/2016,1.02,1.04,1.02,1.02,29200,1.02
BCY.SI,SGD,11/16/2016,1.02,1.02,1.02,1.02,0,1.02
BCY.SI,SGD,11/15/2016,1.02,1.02,1.02,1.02,0,1.02
BCY.SI,SGD,11/14/2016,1.02,1.04,1.02,1.02,13700,1.02
BCY.SI,SGD,11/11/2016,1,1,1,1,3000,1
BCY.SI,SGD,11/10/2016,1,1,1,1,0,1
BCY.SI,SGD,11/9/2016,1,1,1,1,400,1
BCY.SI,SGD,11/8/2016,1.01,1.01,1,1,10000,1
BCY.SI,SGD,11/7/2016,1,1,0.995,0.995,10000,0.995
BCY.SI,SGD,11/4/2016,1.02,1.02,1.02,1.02,0,1.02
BCY.SI,SGD,11/3/2016,1.02,1.02,1.02,1.02,0,1.02
BCY.SI,SGD,11/2/2016,1.02,1.02,1.02,1.02,0,1.02
BCY.SI,SGD,11/1/2016,1.02,1.02,1.02,1.02,0,1.02
BCY.SI,SGD,10/31/2016,1.02,1.02,1.02,1.02,0,1.02
BCY.SI,SGD,10/28/2016,1.01,1.02,1.01,1.02,14000,1.02
BCY.SI,SGD,10/27/2016,1,1,1,1,0,1
BCY.SI,SGD,10/26/2016,1,1,1,1,0,1
BCY.SI,SGD,10/25/2016,1,1,1,1,8000,1
BCY.SI,SGD,10/24/2016,1,1,1,1,0,1
BCY.SI,SGD,10/21/2016,1,1,1,1,15300,1
BCY.SI,SGD,10/20/2016,1,1,1,1,0,1
BCY.SI,SGD,10/19/2016,1,1,1,1,600,1
BCY.SI,SGD,10/18/2016,1,1,1,1,1000,1
BCY.SI,SGD,10/17/2016,1,1,1,1,0,1
BCY.SI,SGD,10/14/2016,1,1,1,1,0,1
BCY.SI,SGD,10/13/2016,1,1,1,1,2800,1
BCY.SI,SGD,10/12/2016,1,1,1,1,0,1
BCY.SI,SGD,10/11/2016,1,1,1,1,0,1
BCY.SI,SGD,10/10/2016,1,1,1,1,0,1
BCY.SI,SGD,10/7/2016,1,1,1,1,200,1
BCY.SI,SGD,10/6/2016,1,1,1,1,200,1
BCY.SI,SGD,10/5/2016,1.01,1.01,1.01,1.01,3000,1.01
BCY.SI,SGD,10/4/2016,1,1.01,1,1.01,6000,1.01
BCY.SI,SGD,10/3/2016,1,1,1,1,400,1
BCY.SI,SGD,9/30/2016,1.03,1.03,1.03,1.03,0,1.03
BCY.SI,SGD,9/29/2016,1.03,1.03,1.03,1.03,38400,1.03
BCY.SI,SGD,9/28/2016,0.98,1.03,0.98,1.03,1600,1.03
BCY.SI,SGD,9/27/2016,1.02,1.02,1.02,1.02,0,1.02
BCY.SI,SGD,9/26/2016,1,1.02,1,1.02,13500,1.02
BCY.SI,SGD,9/23/2016,0.99,0.99,0.99,0.99,1000,0.99
BCY.SI,SGD,9/22/2016,1.03,1.03,1.03,1.03,0,1.03
BCY.SI,SGD,9/21/2016,0.995,1.03,0.995,1.03,4800,1.03
BCY.SI,SGD,9/20/2016,1,1,1,1,2000,1
BCY.SI,SGD,9/19/2016,1.005,1.005,1.005,1.005,0,1.005
BCY.SI,SGD,9/16/2016,1.005,1.005,1.005,1.005,5000,1.005
BCY.SI,SGD,9/15/2016,1.02,1.02,1.02,1.02,0,1.02
BCY.SI,SGD,9/14/2016,1.02,1.02,1.02,1.02,0,1.02
BCY.SI,SGD,9/13/2016,1.02,1.02,1.02,1.02,0,1.02
BCY.SI,SGD,9/12/2016,1.02,1.02,1.02,1.02,0,1.02
BCY.SI,SGD,9/9/2016,1,1.02,1,1.02,2600,1.02
BCY.SI,SGD,9/8/2016,0.985,1.01,0.985,1.01,4000,1.01
BCY.SI,SGD,9/7/2016,0.985,0.985,0.985,0.985,5900,0.985
BCY.SI,SGD,9/6/2016,0.985,0.985,0.98,0.985,30800,0.985
BCY.SI,SGD,9/5/2016,0.985,0.985,0.985,0.985,12000,0.985
BCY.SI,SGD,9/2/2016,0.96,0.96,0.96,0.96,0,0.96
BCY.SI,SGD,9/1/2016,0.955,0.96,0.955,0.96,11600,0.96
BCY.SI,SGD,8/31/2016,0.96,0.96,0.96,0.96,0,0.96
BCY.SI,SGD,8/30/2016,0.965,0.965,0.96,0.96,10200,0.96
BCY.SI,SGD,8/29/2016,0.985,0.985,0.985,0.985,0,0.985
BCY.SI,SGD,8/26/2016,0.985,0.985,0.985,0.985,200,0.985
BCY.SI,SGD,8/25/2016,0.975,0.985,0.975,0.985,23100,0.985
BCY.SI,SGD,8/24/2016,0.98,0.98,0.97,0.97,6400,0.97
BCY.SI,SGD,8/23/2016,0.955,0.955,0.955,0.955,2000,0.955
BCY.SI,SGD,8/22/2016,0.955,0.96,0.955,0.955,14600,0.955
BCY.SI,SGD,8/19/2016,0.98,0.98,0.98,0.98,0,0.98
BCY.SI,SGD,8/18/2016,0.98,0.98,0.98,0.98,0,0.98
BCY.SI,SGD,8/17/2016,0.98,0.98,0.98,0.98,4800,0.98
BCY.SI,SGD,8/16/2016,0.98,1.03,0.98,1.03,13400,1.03
BCY.SI,SGD,8/15/2016,1.02,1.02,1.02,1.02,0,1.02
BCY.SI,SGD,8/12/2016,1.02,1.02,1.02,1.02,0,1.02
BCY.SI,SGD,8/11/2016,1.02,1.02,1.02,1.02,2500,1.02
BCY.SI,SGD,8/10/2016,1.015,1.015,1.015,1.015,8700,1.015
BCY.SI,SGD,8/9/2016,0.955,0.955,0.955,0.955,0,0.955
BCY.SI,SGD,8/8/2016,0.955,0.955,0.955,0.955,0,0.955
BCY.SI,SGD,8/5/2016,0.955,0.955,0.955,0.955,0,0.955
BCY.SI,SGD,8/4/2016,0.955,0.955,0.955,0.955,3000,0.955
BCY.SI,SGD,8/3/2016,1.02,1.02,1.02,1.02,0,1.02
BCY.SI,SGD,8/2/2016,1.02,1.02,1.02,1.02,0,1.02
BCY.SI,SGD,8/1/2016,1.01,1.04,1.01,1.02,4700,0.97
BCY.SI,SGD,7/29/2016,1.02,1.03,1.01,1.02,88600,0.97
BCY.SI,SGD,7/28/2016,1.01,1.01,1.01,1.01,5400,0.96
BCY.SI,SGD,7/27/2016,1.02,1.02,1.02,1.02,23400,0.97
BCY.SI,SGD,7/26/2016,1,1.01,1,1.01,6900,0.96
BCY.SI,SGD,7/25/2016,0.995,1,0.995,0.995,5200,0.946
BCY.SI,SGD,7/22/2016,0.99,0.99,0.99,0.99,1000,0.941
BCY.SI,SGD,7/21/2016,0.98,0.985,0.975,0.975,9200,0.927
BCY.SI,SGD,7/20/2016,0.98,0.99,0.98,0.98,9700,0.932
BCY.SI,SGD,7/19/2016,0.98,0.98,0.98,0.98,1800,0.932
BCY.SI,SGD,7/18/2016,0.99,0.99,0.97,0.97,2200,0.922
BCY.SI,SGD,7/15/2016,0.97,0.98,0.97,0.975,19200,0.927
BCY.SI,SGD,7/14/2016,0.965,0.965,0.965,0.965,800,0.918
BCY.SI,SGD,7/13/2016,0.98,0.98,0.97,0.97,4900,0.922
BCY.SI,SGD,7/12/2016,0.975,0.975,0.975,0.975,11400,0.927
BCY.SI,SGD,7/11/2016,0.99,1,0.975,0.985,21000,0.937
BCY.SI,SGD,7/8/2016,0.965,0.965,0.965,0.965,0,0.918
BCY.SI,SGD,7/7/2016,0.985,0.99,0.965,0.965,14800,0.918
BCY.SI,SGD,7/6/2016,0.965,0.965,0.965,0.965,0,0.918
BCY.SI,SGD,7/5/2016,0.96,0.965,0.96,0.965,25000,0.918
BCY.SI,SGD,7/4/2016,0.965,0.97,0.965,0.97,8800,0.922
BCY.SI,SGD,7/1/2016,0.955,0.96,0.955,0.96,19500,0.913
BCY.SI,SGD,6/30/2016,0.97,0.97,0.97,0.97,0,0.922
BCY.SI,SGD,6/29/2016,0.97,0.97,0.97,0.97,0,0.922
BCY.SI,SGD,6/28/2016,0.965,0.97,0.965,0.97,3000,0.922
BCY.SI,SGD,6/27/2016,0.985,0.985,0.985,0.985,0,0.937
BCY.SI,SGD,6/24/2016,0.96,0.985,0.96,0.985,2100,0.937
BCY.SI,SGD,6/23/2016,0.955,0.955,0.955,0.955,3000,0.908
BCY.SI,SGD,6/22/2016,0.935,0.95,0.935,0.95,10100,0.903
BCY.SI,SGD,6/21/2016,0.94,0.94,0.94,0.94,0,0.894
BCY.SI,SGD,6/20/2016,0.915,0.94,0.915,0.94,11700,0.894
BCY.SI,SGD,6/17/2016,0.955,0.955,0.955,0.955,400,0.908
BCY.SI,SGD,6/16/2016,0.96,0.98,0.96,0.98,2400,0.932
BCY.SI,SGD,6/15/2016,0.96,0.995,0.96,0.995,4600,0.946
BCY.SI,SGD,6/14/2016,0.985,0.985,0.985,0.985,8800,0.937
BCY.SI,SGD,6/13/2016,0.97,1.015,0.97,1.015,13900,0.965
BCY.SI,SGD,6/10/2016,1,1,0.99,0.99,10000,0.941
BCY.SI,SGD,6/9/2016,1.03,1.03,1.01,1.01,7100,0.96
BCY.SI,SGD,6/8/2016,0.995,0.995,0.995,0.995,3000,0.946
BCY.SI,SGD,6/7/2016,1,1.02,0.99,1.02,15600,0.97
BCY.SI,SGD,6/6/2016,1.06,1.06,0.99,0.99,16000,0.941
BCY.SI,SGD,6/3/2016,1.065,1.065,1.065,1.065,0,1.013
BCY.SI,SGD,6/2/2016,1.065,1.065,1.065,1.065,0,1.013
BCY.SI,SGD,6/1/2016,1.065,1.065,1.065,1.065,1000,1.013
BCY.SI,SGD,5/31/2016,0.995,0.995,0.99,0.99,800,0.941
BCY.SI,SGD,5/30/2016,1.05,1.05,0.98,0.99,8200,0.941
BCY.SI,SGD,5/27/2016,1.005,1.045,1,1.045,18300,0.994
BCY.SI,SGD,5/26/2016,0.96,1,0.96,1,54100,0.951
BCY.SI,SGD,5/25/2016,0.95,0.96,0.95,0.955,25200,0.908
BCY.SI,SGD,5/24/2016,0.925,0.94,0.925,0.94,6000,0.894
BCY.SI,SGD,5/23/2016,0.905,0.905,0.905,0.905,0,0.861
BCY.SI,SGD,5/20/2016,0.905,0.905,0.905,0.905,0,0.861
BCY.SI,SGD,5/19/2016,0.9,0.905,0.9,0.905,2400,0.861
BCY.SI,SGD,5/18/2016,0.9,0.9,0.9,0.9,0,0.856
BCY.SI,SGD,5/17/2016,0.9,0.9,0.9,0.9,0,0.856
BCY.SI,SGD,5/16/2016,0.9,0.9,0.9,0.9,0,0.856
BCY.SI,SGD,5/13/2016,0.905,0.905,0.9,0.9,2000,0.856
BCY.SI,SGD,5/12/2016,0.91,0.91,0.91,0.91,4000,0.865
BCY.SI,SGD,5/11/2016,0.91,0.91,0.91,0.91,200,0.865
BCY.SI,SGD,5/10/2016,0.905,0.91,0.905,0.91,1100,0.865
BCY.SI,SGD,5/9/2016,0.93,0.93,0.93,0.93,0,0.884
BCY.SI,SGD,5/6/2016,0.92,0.93,0.92,0.93,2100,0.884
BCY.SI,SGD,5/5/2016,0.93,0.93,0.93,0.93,0,0.884
BCY.SI,SGD,5/4/2016,0.93,0.93,0.93,0.93,1000,0.884
BCY.SI,SGD,5/3/2016,0.93,0.93,0.93,0.93,39000,0.884
BCY.SI,SGD,5/2/2016,0.93,0.93,0.93,0.93,0,0.884
BCY.SI,SGD,4/29/2016,0.93,0.93,0.93,0.93,0,0.884
BCY.SI,SGD,4/28/2016,0.92,0.93,0.92,0.93,4100,0.884
BCY.SI,SGD,4/27/2016,0.92,0.92,0.92,0.92,0,0.875
BCY.SI,SGD,4/26/2016,0.92,0.92,0.92,0.92,4000,0.875
BCY.SI,SGD,4/25/2016,0.915,0.915,0.915,0.915,0,0.87
BCY.SI,SGD,4/22/2016,0.915,0.915,0.915,0.915,0,0.87
BCY.SI,SGD,4/21/2016,0.915,0.915,0.915,0.915,2000,0.87
BCY.SI,SGD,4/20/2016,0.925,0.925,0.925,0.925,0,0.88
BCY.SI,SGD,4/19/2016,0.925,0.925,0.925,0.925,0,0.88
BCY.SI,SGD,4/18/2016,0.925,0.925,0.925,0.925,0,0.88
BCY.SI,SGD,4/15/2016,0.94,0.94,0.925,0.925,5300,0.88
BCY.SI,SGD,4/14/2016,0.935,0.935,0.935,0.935,0,0.889
BCY.SI,SGD,4/13/2016,0.93,0.935,0.9,0.935,16600,0.889
BCY.SI,SGD,4/12/2016,0.94,0.94,0.94,0.94,300,0.894
BCY.SI,SGD,4/11/2016,0.925,0.94,0.925,0.93,20600,0.884
BCY.SI,SGD,4/8/2016,0.94,0.94,0.925,0.925,20200,0.88
BCY.SI,SGD,4/7/2016,0.92,0.94,0.92,0.94,70700,0.894
BCY.SI,SGD,4/6/2016,0.92,0.92,0.92,0.92,0,0.875
BCY.SI,SGD,4/5/2016,0.92,0.92,0.92,0.92,0,0.875
BCY.SI,SGD,4/4/2016,0.92,0.92,0.92,0.92,500,0.875
BCY.SI,SGD,4/1/2016,0.925,0.925,0.925,0.925,0,0.88
BCY.SI,SGD,3/31/2016,0.925,0.925,0.925,0.925,0,0.88
BCY.SI,SGD,3/30/2016,0.895,0.925,0.895,0.925,3500,0.88
BCY.SI,SGD,3/29/2016,0.925,0.925,0.925,0.925,0,0.88
BCY.SI,SGD,3/28/2016,0.925,0.925,0.925,0.925,8600,0.88
BCY.SI,SGD,3/25/2016,0.935,0.935,0.935,0.935,0,0.889
BCY.SI,SGD,3/24/2016,0.935,0.935,0.935,0.935,0,0.889
BCY.SI,SGD,3/23/2016,0.91,0.935,0.91,0.935,2400,0.889
BCY.SI,SGD,3/22/2016,0.9,0.9,0.9,0.9,0,0.856
BCY.SI,SGD,3/21/2016,0.9,0.9,0.9,0.9,0,0.856
BCY.SI,SGD,3/18/2016,0.9,0.9,0.9,0.9,0,0.856
BCY.SI,SGD,3/17/2016,0.9,0.9,0.9,0.9,1800,0.856
BCY.SI,SGD,3/16/2016,0.9,0.93,0.9,0.93,6000,0.884
BCY.SI,SGD,3/15/2016,0.9,0.94,0.9,0.94,69600,0.894
BCY.SI,SGD,3/14/2016,0.905,0.905,0.905,0.905,0,0.861
BCY.SI,SGD,3/11/2016,0.905,0.905,0.905,0.905,0,0.861
BCY.SI,SGD,3/10/2016,0.905,0.905,0.9,0.905,28000,0.861
BCY.SI,SGD,3/9/2016,0.9,0.905,0.9,0.905,17100,0.861
BCY.SI,SGD,3/8/2016,0.9,0.9,0.9,0.9,7000,0.856
BCY.SI,SGD,3/7/2016,0.88,0.88,0.88,0.88,8100,0.837
BCY.SI,SGD,3/4/2016,0.875,0.875,0.875,0.875,0,0.832
BCY.SI,SGD,3/3/2016,0.875,0.875,0.875,0.875,0,0.832
BCY.SI,SGD,3/2/2016,0.875,0.875,0.875,0.875,0,0.832
BCY.SI,SGD,3/1/2016,0.875,0.875,0.875,0.875,0,0.832
BCY.SI,SGD,2/29/2016,0.875,0.875,0.875,0.875,100,0.832
BCY.SI,SGD,2/26/2016,0.85,0.85,0.85,0.85,1600,0.808
BCY.SI,SGD,2/25/2016,0.875,0.875,0.875,0.875,0,0.832
BCY.SI,SGD,2/24/2016,0.875,0.875,0.875,0.875,0,0.832
BCY.SI,SGD,2/23/2016,0.875,0.875,0.875,0.875,0,0.832
BCY.SI,SGD,2/22/2016,0.875,0.875,0.875,0.875,0,0.832
BCY.SI,SGD,2/19/2016,0.875,0.875,0.875,0.875,0,0.832
BCY.SI,SGD,2/18/2016,0.875,0.875,0.875,0.875,0,0.832
BCY.SI,SGD,2/17/2016,0.875,0.875,0.875,0.875,0,0.832
BCY.SI,SGD,2/16/2016,0.875,0.875,0.875,0.875,0,0.832
BCY.SI,SGD,2/15/2016,0.875,0.875,0.875,0.875,0,0.832
BCY.SI,SGD,2/12/2016,0.875,0.875,0.875,0.875,0,0.832
BCY.SI,SGD,2/11/2016,0.875,0.875,0.875,0.875,800,0.832
BCY.SI,SGD,2/10/2016,0.87,0.87,0.87,0.87,100,0.827
BCY.SI,SGD,2/9/2016,0.865,0.865,0.865,0.865,0,0.823
BCY.SI,SGD,2/8/2016,0.865,0.865,0.865,0.865,0,0.823
BCY.SI,SGD,2/5/2016,0.865,0.865,0.865,0.865,100,0.823
BCY.SI,SGD,2/4/2016,0.86,0.86,0.86,0.86,0,0.818
BCY.SI,SGD,2/3/2016,0.86,0.86,0.86,0.86,1100,0.818
BCY.SI,SGD,2/2/2016,0.85,0.85,0.84,0.85,700,0.808
BCY.SI,SGD,2/1/2016,0.91,0.91,0.91,0.91,0,0.865
BCY.SI,SGD,1/29/2016,0.91,0.91,0.91,0.91,0,0.865
BCY.SI,SGD,1/28/2016,0.91,0.91,0.91,0.91,0,0.865
BCY.SI,SGD,1/27/2016,0.91,0.91,0.91,0.91,0,0.865
BCY.SI,SGD,1/26/2016,0.91,0.91,0.91,0.91,0,0.865
BCY.SI,SGD,1/25/2016,0.91,0.91,0.91,0.91,0,0.865
BCY.SI,SGD,1/22/2016,0.83,0.91,0.83,0.91,30600,0.865
BCY.SI,SGD,1/21/2016,0.895,0.895,0.895,0.895,0,0.851
BCY.SI,SGD,1/20/2016,0.895,0.895,0.895,0.895,0,0.851
BCY.SI,SGD,1/19/2016,0.895,0.895,0.895,0.895,0,0.851
BCY.SI,SGD,1/18/2016,0.895,0.895,0.895,0.895,0,0.851
BCY.SI,SGD,1/15/2016,0.9,0.9,0.895,0.895,16200,0.851
BCY.SI,SGD,1/14/2016,0.9,0.9,0.9,0.9,1200,0.856
BCY.SI,SGD,1/13/2016,0.92,0.93,0.92,0.93,76000,0.884
BCY.SI,SGD,1/12/2016,0.925,0.925,0.925,0.925,0,0.88
BCY.SI,SGD,1/11/2016,0.925,0.925,0.925,0.925,0,0.88
BCY.SI,SGD,1/8/2016,0.885,0.925,0.885,0.925,44300,0.88
BCY.SI,SGD,1/7/2016,0.925,0.925,0.925,0.925,0,0.88
BCY.SI,SGD,1/6/2016,0.925,0.93,0.925,0.925,48000,0.88
BCY.SI,SGD,1/5/2016,0.925,0.925,0.925,0.925,0,0.88
BCY.SI,SGD,1/4/2016,0.925,0.925,0.925,0.925,8000,0.88
BCY.SI,SGD,1/1/2016,0.925,0.925,0.925,0.925,0,0.88
BCY.SI,SGD,12/31/2015,0.925,0.925,0.925,0.925,0,0.88
BCY.SI,SGD,12/30/2015,0.87,0.925,0.87,0.925,14900,0.88
BCY.SI,SGD,12/29/2015,0.91,0.91,0.91,0.91,0,0.865
BCY.SI,SGD,12/28/2015,0.91,0.91,0.91,0.91,0,0.865
BCY.SI,SGD,12/25/2015,0.91,0.91,0.91,0.91,0,0.865
BCY.SI,SGD,12/24/2015,0.91,0.91,0.91,0.91,0,0.865
BCY.SI,SGD,12/23/2015,0.91,0.91,0.89,0.91,26500,0.865
BCY.SI,SGD,12/22/2015,0.91,0.91,0.895,0.91,77100,0.865
BCY.SI,SGD,12/21/2015,0.89,0.89,0.89,0.89,71700,0.846
BCY.SI,SGD,12/18/2015,0.89,0.89,0.89,0.89,0,0.846
BCY.SI,SGD,12/17/2015,0.89,0.89,0.89,0.89,0,0.846
BCY.SI,SGD,12/16/2015,0.89,0.89,0.89,0.89,2000,0.846
BCY.SI,SGD,12/15/2015,0.89,0.89,0.89,0.89,0,0.846
BCY.SI,SGD,12/14/2015,0.89,0.89,0.89,0.89,0,0.846
BCY.SI,SGD,12/11/2015,0.89,0.89,0.89,0.89,0,0.846
BCY.SI,SGD,12/10/2015,0.89,0.89,0.89,0.89,800,0.846
BCY.SI,SGD,12/9/2015,0.91,0.91,0.91,0.91,0,0.865
BCY.SI,SGD,12/8/2015,0.905,0.91,0.905,0.91,1500,0.865
BCY.SI,SGD,12/7/2015,0.945,0.945,0.945,0.945,0,0.899
BCY.SI,SGD,12/4/2015,0.94,0.945,0.94,0.945,18800,0.899
BCY.SI,SGD,12/3/2015,0.91,0.91,0.91,0.91,3900,0.865
BCY.SI,SGD,12/2/2015,0.905,0.905,0.905,0.905,0,0.861
BCY.SI,SGD,12/1/2015,0.905,0.905,0.905,0.905,1000,0.861
BCY.SI,SGD,11/30/2015,0.94,0.945,0.915,0.915,24700,0.87
BCY.SI,SGD,11/27/2015,0.915,0.915,0.915,0.915,6000,0.87
BCY.SI,SGD,11/26/2015,0.92,0.92,0.915,0.915,7000,0.87
BCY.SI,SGD,11/25/2015,0.95,0.95,0.92,0.92,2100,0.875
BCY.SI,SGD,11/24/2015,0.925,0.925,0.925,0.925,0,0.88
BCY.SI,SGD,11/23/2015,0.925,0.925,0.925,0.925,0,0.88
BCY.SI,SGD,11/20/2015,0.925,0.925,0.925,0.925,0,0.88
BCY.SI,SGD,11/19/2015,0.925,0.925,0.925,0.925,2000,0.88
BCY.SI,SGD,11/18/2015,0.93,0.93,0.93,0.93,800,0.884
BCY.SI,SGD,11/17/2015,0.945,0.945,0.94,0.94,10000,0.894
BCY.SI,SGD,11/16/2015,0.925,0.94,0.925,0.94,13000,0.894
BCY.SI,SGD,11/13/2015,0.925,0.925,0.925,0.925,500,0.88
BCY.SI,SGD,11/12/2015,0.98,0.98,0.925,0.925,24000,0.88
BCY.SI,SGD,11/11/2015,0.92,0.92,0.92,0.92,0,0.875
BCY.SI,SGD,11/10/2015,0.92,0.92,0.92,0.92,0,0.875
BCY.SI,SGD,11/9/2015,0.95,0.95,0.92,0.92,3100,0.875
BCY.SI,SGD,11/6/2015,0.92,0.945,0.91,0.925,12900,0.88
BCY.SI,SGD,11/5/2015,0.905,0.93,0.905,0.92,9000,0.875
BCY.SI,SGD,11/4/2015,0.905,0.905,0.905,0.905,1400,0.861
BCY.SI,SGD,11/3/2015,0.92,0.92,0.9,0.9,21000,0.856
BCY.SI,SGD,11/2/2015,0.92,0.92,0.92,0.92,10000,0.875
BCY.SI,SGD,10/30/2015,0.95,0.95,0.95,0.95,0,0.903
BCY.SI,SGD,10/29/2015,0.95,0.95,0.95,0.95,14500,0.903
BCY.SI,SGD,10/28/2015,0.95,0.95,0.95,0.95,4700,0.903
BCY.SI,SGD,10/27/2015,0.93,0.93,0.93,0.93,0,0.884
BCY.SI,SGD,10/26/2015,0.93,0.93,0.93,0.93,0,0.884
BCY.SI,SGD,10/23/2015,0.93,0.93,0.93,0.93,0,0.884
BCY.SI,SGD,10/22/2015,0.93,0.93,0.93,0.93,0,0.884
BCY.SI,SGD,10/21/2015,0.925,0.95,0.92,0.93,27000,0.884
BCY.SI,SGD,10/20/2015,0.95,0.95,0.95,0.95,0,0.903
BCY.SI,SGD,10/19/2015,0.91,0.95,0.9,0.95,16700,0.903
BCY.SI,SGD,10/16/2015,0.9,0.9,0.9,0.9,400,0.856
BCY.SI,SGD,10/15/2015,0.9,0.9,0.9,0.9,200,0.856
BCY.SI,SGD,10/14/2015,0.9,0.9,0.9,0.9,0,0.856
BCY.SI,SGD,10/13/2015,0.9,0.9,0.9,0.9,10500,0.856
