Ticker;Date;Close;
BCY.SI;2017-02-15;1.135;
BCY.SI;2017-02-14;1.17;
BCY.SI;2017-02-13;1.13;
BCY.SI;2017-02-10;1.125;
BCY.SI;2017-02-09;1.125;
BCY.SI;2017-02-08;1.125;
BCY.SI;2017-02-07;1.12;
BCY.SI;2017-02-06;1.12;
BCY.SI;2017-02-03;1.12;
BCY.SI;2017-02-02;1.12;
BCY.SI;2017-02-01;1.115;
BCY.SI;2017-01-31;1.115;
BCY.SI;2017-01-30;1.12;
BCY.SI;2017-01-27;1.12;
BCY.SI;2017-01-26;1.12;
BCY.SI;2017-01-25;1.095;
BCY.SI;2017-01-24;1.095;
BCY.SI;2017-01-23;1.085;
BCY.SI;2017-01-20;1.075;
BCY.SI;2017-01-19;1.07;
BCY.SI;2017-01-18;1.055;
BCY.SI;2017-01-17;1.055;
BCY.SI;2017-01-16;1.055;
BCY.SI;2017-01-13;1.07;
BCY.SI;2017-01-12;1.07;
BCY.SI;2017-01-11;1.07;
BCY.SI;2017-01-10;1.07;
BCY.SI;2017-01-09;1.07;
BCY.SI;2017-01-06;1.06;
BCY.SI;2017-01-05;1.06;
BCY.SI;2017-01-04;1.06;
BCY.SI;2017-01-03;1.05;
BCY.SI;2017-01-02;1.02;
BCY.SI;2016-12-30;1.02;
BCY.SI;2016-12-29;1.05;
BCY.SI;2016-12-28;1.05;
BCY.SI;2016-12-27;1.05;
BCY.SI;2016-12-26;1.01;
BCY.SI;2016-12-23;1.01;
BCY.SI;2016-12-22;1.03;
BCY.SI;2016-12-21;1.02;
BCY.SI;2016-12-20;1.04;
BCY.SI;2016-12-19;1.04;
BCY.SI;2016-12-16;1.035;
BCY.SI;2016-12-15;1.025;
BCY.SI;2016-12-14;1.01;
BCY.SI;2016-12-13;1.03;
BCY.SI;2016-12-12;1.05;
BCY.SI;2016-12-09;1.08;
BCY.SI;2016-12-08;1.06;
BCY.SI;2016-12-07;1.06;
BCY.SI;2016-12-06;1.06;
BCY.SI;2016-12-05;1.025;
BCY.SI;2016-12-02;1.025;
BCY.SI;2016-12-01;1.025;
BCY.SI;2016-11-30;1.06;
BCY.SI;2016-11-29;1.06;
BCY.SI;2016-11-28;1.06;
BCY.SI;2016-11-25;1.03;
BCY.SI;2016-11-24;1.05;
BCY.SI;2016-11-23;1.06;
BCY.SI;2016-11-22;1.06;
BCY.SI;2016-11-21;1.065;
BCY.SI;2016-11-18;1.05;
BCY.SI;2016-11-17;1.02;
BCY.SI;2016-11-16;1.02;
BCY.SI;2016-11-15;1.02;
BCY.SI;2016-11-14;1.02;
BCY.SI;2016-11-11;1.00;
BCY.SI;2016-11-10;1.00;
BCY.SI;2016-11-09;1.00;
BCY.SI;2016-11-08;1.00;
BCY.SI;2016-11-07;0.995;
BCY.SI;2016-11-04;1.02;
BCY.SI;2016-11-03;1.02;
BCY.SI;2016-11-02;1.02;
BCY.SI;2016-11-01;1.02;
BCY.SI;2016-10-31;1.02;
BCY.SI;2016-10-28;1.02;
BCY.SI;2016-10-27;1.00;
BCY.SI;2016-10-26;1.00;
BCY.SI;2016-10-25;1.00;
BCY.SI;2016-10-24;1.00;
BCY.SI;2016-10-21;1.00;
BCY.SI;2016-10-20;1.00;
BCY.SI;2016-10-19;1.00;
BCY.SI;2016-10-18;1.00;
BCY.SI;2016-10-17;1.00;
BCY.SI;2016-10-14;1.00;
BCY.SI;2016-10-13;1.00;
BCY.SI;2016-10-12;1.00;
BCY.SI;2016-10-11;1.00;
BCY.SI;2016-10-10;1.00;
BCY.SI;2016-10-07;1.00;
BCY.SI;2016-10-06;1.00;
BCY.SI;2016-10-05;1.01;
BCY.SI;2016-10-04;1.01;
BCY.SI;2016-10-03;1.00;
BCY.SI;2016-09-30;1.03;
BCY.SI;2016-09-29;1.03;
BCY.SI;2016-09-28;1.03;
BCY.SI;2016-09-27;1.02;
BCY.SI;2016-09-26;1.02;
BCY.SI;2016-09-23;0.99;
BCY.SI;2016-09-22;1.03;
BCY.SI;2016-09-21;1.03;
BCY.SI;2016-09-20;1.00;
BCY.SI;2016-09-19;1.005;
