Hong Leong Finance Ltd;S41.SI;SES;SGD
$ IX Biopharma;42C.SI;SES;SGD
Allied Technologies Ltd;A13.SI;SES;SGD
Global Testing Corporation Limited;AYN.SI;SES;SGD
db x-trackers - MSCI Pakistan IM Index UCITS ETF;O9D.SI;SES;SGD
db x-trackers - MSCI Japan Index UCITS ETF (DR);LF2.SI;SES;SGD
Aspial Corp Ltd;A30.SI;SES;SGD
New SilkroutesR1;BQTR.SI;SES;SGD
Natural Cool Holdings Ltd;5IF.SI;SES;SGD
$ Secura;43B.SI;SES;SGD
Progen Holdings Ltd;583.SI;SES;SGD
Lyxor UCITS ETF Japan (TOPIX);CW4.SI;SES;SGD
Lyxor AsiaIT US$;NF4.SI;SES;SGD
$ GCCP;41T.SI;SES;SGD
Sinotel Technologies Ltd;D3W.SI;SES;SGD
Sunlight Group Holding Ltd;5AI.SI;SES;SGD
db x-trackers II - Markit iBoxx ABF Korea Government UCITS ETF;KT2.SI;SES;SGD
Pan Ocean Co.; Ltd.;AZY.SI;SES;SGD
Sunmoon Food Co Ltd;AAJ.SI;SES;SGD
Kencana Agri;BNR.SI;SES;SGD
$ QT Vascular;5I0.SI;SES;SGD
Hai Leck Holdings Limited;BLH.SI;SES;SGD
$ Smartflex;5RE.SI;SES;SGD
Yamada Green Resources Ltd;MC7.SI;SES;SGD
Delong Holdings Ltd;B1N.SI;SES;SGD
Dukang Distillers Holdings Ltd;GJ8.SI;SES;SGD
u HBC ADR US$;PU6D.SI;SES;SGD
LHT Holdings Limited;BEI.SI;SES;SGD
Keong Hong Holdings Limited;5TT.SI;SES;SGD
AVIC International Maritime Holdings Ltd;O2I.SI;SES;SGD
ShanghaiTurbo 1;AWN.SI;SES;SGD
ITE Electric Co Ltd;581.SI;SES;SGD
Pharmesis International Ltd;P31.SI;SES;SGD
LanTroVision (S) Ltd;BJK.SI;SES;SGD
;BATR.SI;SES;SGD
Kencana Agri Ltd;F9M.SI;SES;SGD
Yuuzoo Corporation Limited;AFC.SI;SES;SGD
IS MS INDIA S$D;QK9.SI;SES;SGD
DBXT MSEurope US$;IH3.SI;SES;SGD
Eu Yan Sang International Ltd;E02.SI;SES;SGD
db x-trackers - MSCI AC Asia ex Japan Index UCITS ETF;IH1.SI;SES;SGD
Ban Leong Technologies Ltd;B26.SI;SES;SGD
Ntegrator International Ltd;5HC.SI;SES;SGD
Pollux Properties Ltd;5AE.SI;SES;SGD
E2-Capital Holdings Ltd;5OF.SI;SES;SGD
SIICEnvironment 1;BHL.SI;SES;SGD
TPV Technology Ltd;T18.SI;SES;SGD
Pharmesis International Ltd.;BFK.SI;SES;SGD
Health Management International Ltd;588.SI;SES;SGD
Baidu Inc;K3SD.SI;SES;SGD
Broadway Industrial Group Ltd;B69.SI;SES;SGD
Singapore Reinsurance Corp Ltd;S49.SI;SES;SGD
Lyxor UCITS ETF MSCI India;G1N.SI;SES;SGD
Brook Crompton Holdings Ltd.;AWC.SI;SES;SGD
Seroja Investments Ltd;IW5.SI;SES;SGD
OGL Resources Ltd;O02.SI;SES;SGD
Singapore Airlines Ltd;C6U.SI;SES;SGD
Eucon Holding Ltd;E27.SI;SES;SGD
$ NauticAWT;42D.SI;SES;SGD
Lion Asiapac Limited;BAZ.SI;SES;SGD
k1 Ventures Ltd;K01.SI;SES;SGD
GSH Corporation Limited;BDX.SI;SES;SGD
TMC Education Corp Ltd;586.SI;SES;SGD
Full Apex holdings;F18.SI;SES;SGD
King Wan Corp Ltd;554.SI;SES;SGD
BRC Asia Ltd;B03.SI;SES;SGD
;U18.SI;;SGD
$ MM2 Asia;41C.SI;SES;SGD
Sinopec Shanghai Petrochemical Co Ltd;K3DD.SI;SES;SGD
NTT DOCOMO; Inc.;N6ED.SI;SES;SGD
World Precision Machinery Ltd;B49.SI;SES;SGD
AEM HOLDINGS LTD NPV (POST SPLI;AWY.SI;SES;SGD
Ho Bee Land Ltd;H13.SI;SES;SGD
NutryFarm International Limited;AZT.SI;SES;SGD
$ EuroSports Gbl;5G1.SI;SES;SGD
Fortune Real Estate Investment Trust;F25U.SI;SES;SGD
Hosen Group Ltd;5EV.SI;SES;SGD
BHG Retail REIT;BMGU.SI;SES;SGD
$ GSS Energy;41F.SI;SES;SGD
Top Global Limited;BHO.SI;SES;SGD
u HNP ADR US$;K3FD.SI;SES;SGD
MS Holdings Ltd;40U.SI;SES;SGD
DBXT MSASPAC US$;O9B.SI;SES;SGD
AEI Corporation Ltd.;AWG.SI;SES;SGD
$ Trendlines;42T.SI;SES;SGD
u CEA ADR US$;K3CD.SI;SES;SGD
Miyoshi Ltd;M03.SI;SES;SGD
China Sun Bio-chem Technology Group Co Ltd;C86.SI;SES;SGD
Metal Component Engineering Ltd;5DX.SI;SES;SGD
Union Steel Holdings Limited;BLA.SI;SES;SGD
UOB-Kay Hian Holdings Ltd;U10.SI;SES;SGD
SGXRE;_SGXRE.SI;SES;SGD
Lyxor UCITS ETF MSCI Korea;AO9.SI;SES;SGD
SunVic Chemical Holdings Ltd;A7S.SI;SES;SGD
Amara Holdings Ltd;A34.SI;SES;SGD
United Food Holdings Limited;AZR.SI;SES;SGD
AsiaMedic Ltd;505.SI;SES;SGD
Lyxor UCITS ETF MSCI World;H1P.SI;SES;SGD
Texchem-Pack Holdings (S) Ltd;AI1.SI;SES;SGD
Hotung Inv;NT1.SI;SES;SGD
Raffles United Holdings Ltd;K22.SI;SES;SGD
Europtronic Group Ltd;E23.SI;SES;SGD
QianHu 1;BCW.SI;SES;SGD
聯達科技控股有限公司;575.SI;SES;SGD
Lyxor UCITS ETF Dow Jones Industrial Average;JC6.SI;SES;SGD
$ IPS Securex;42N.SI;SES;SGD
YHI International Limited;BPF.SI;SES;SGD
Lyxor UCITS ETF Hong Kong (HSI);A9B.SI;SES;SGD
China Environmental Resources Group Limited;RS1.SI;SES;SGD
Hotel Grand Central Ltd;H18.SI;SES;SGD
$ LHN;41O.SI;SES;SGD
Suntar Eco-City Limited;BKZ.SI;SES;SGD
db x-trackers II - Australian Dollar Cash UCITS ETF;KV7.SI;SES;SGD
$ P99;5UV.SI;SES;SGD
u MFG ADR US$;N6DD.SI;SES;SGD
British And Malayan Trustees Ltd;B08.SI;SES;SGD
Mandarin Oriental International Ltd;M04.SI;SES;SGD
Jasper Investments Ltd;FQ7.SI;SES;SGD
Asian Micro Holdings Ltd;585.SI;SES;SGD
Yongmao Holdings Limited;BKX.SI;SES;SGD
Zagro Asia Ltd;Z01.SI;SES;SGD
$ Kori;5VC.SI;SES;SGD
3Cnergy Ltd;502.SI;SES;SGD
Hyflux Ltd;N2H.SI;SES;SGD
China Kunda Technology Holdings Ltd;GU5.SI;SES;SGD
Yoma Strategic Holdings Ltd;Z59.SI;SES;SGD
GRP Ltd;G18.SI;SES;SGD
GS Holdings Limited;43A.SI;SES;SGD
China Sky Chemical Fibre Co Ltd;E90.SI;SES;SGD
麥達斯控股有限公司;5EN.SI;SES;SGD
$ Net Pacific Fin;5QY.SI;SES;SGD
IPC Corporation Ltd;AZA.SI;SES;SGD
Bonvests Holdings Ltd;B28.SI;SES;SGD
$ Astaka;42S.SI;SES;SGD
UNI-ASIA HOLDINGS USD1.60;AYG.SI;SES;SGD
Ley Choon Group Holdings Ltd;Q0X.SI;SES;SGD
Fibrechem Technologies Ltd;F12.SI;SES;SGD
Wheelock Properties (S) Ltd;M35.SI;SES;SGD
$ EMS Energy;42O.SI;SES;SGD
YZJ Shipbldg RMB;SO7.SI;SES;SGD
Lyxor UCITS ETF MSCI EM Latin America;H1O.SI;SES;SGD
Asian Pay Television Trust;S7OU.SI;SES;SGD
PLASTOFORM HLDG1;AYE.SI;SES;SGD
PEC Ltd;IX2.SI;SES;SGD
Equation Summit Ltd;532.SI;SES;SGD
Asiatic Group Holdings Ltd;5CR.SI;SES;SGD
Swing Media Technology Group Limited;O2F.SI;SES;SGD
KEP INFRATR FKACIT 1;AXYU.SI;SES;SGD
Informatics Education Ltd;BOU.SI;SES;SGD
$ Maxi-Cash Fin;5UF.SI;SES;SGD
Hoe Leong Corp Ltd;H20.SI;SES;SGD
GK Goh Holdings Ltd;G41.SI;SES;SGD
ISHARES SINGAPORE ASIA LC 1-3Y;QL0.SI;SES;SGD
;UR9.SI;SES;SGD
;BASR.SI;SES;SGD
Suntar Eco-City Ltd;CZ3.SI;SES;SGD
Karin Technology Holdings Ltd;K29.SI;SES;SGD
DBXT iBoxxSing SG$;KV4.SI;SES;SGD
China Merchants Property Development Co Ltd;C03.SI;SES;SGD
KLW Holdings Ltd;504.SI;SES;SGD
GKE Corp Ltd;595.SI;SES;SGD
db x-trackers - S&P/ASX 200 UCITS ETF (DR);LF1.SI;SES;SGD
SP CORPORATION LIMITED NPV (POS;AWF.SI;SES;SGD
ISHARES SINGAPORE ASIA LOC CUR;N6L.SI;SES;SGD
Pacific Healthcare Holdings Ltd;P47.SI;SES;SGD
Sin Heng Heavy Machinery Ltd;KF4.SI;SES;SGD
Joyas International Holdings Ltd;E9L.SI;SES;SGD
SGXME;_SGXME.SI;SES;SGD
Sino Construction Ltd;F3V.SI;SES;SGD
United Food Holdings Limited;AZS.SI;SES;SGD
Mapletree Logistics Trust;M44U.SI;SES;SGD
ValueMax Group Ltd;T6I.SI;SES;SGD
LHT Holdings Ltd;L10.SI;SES;SGD
Tuan Sing Holdings Ltd;T24.SI;SES;SGD
;SGF16-C.SI;;SGD
CPH Ltd;539.SI;SES;SGD
Ryobi Kiso Holdings Ltd.;BDN.SI;SES;SGD
IS MSCI SIN US$;I19.SI;SES;SGD
Longcheer Holdings Ltd;L28.SI;SES;SGD
Vibrant Group Limited;BIP.SI;SES;SGD
IPCCORP 1;AZB.SI;SES;SGD
ChinaTaisan 1;AZX.SI;SES;SGD
NatSteel Ltd;N02.SI;SES;SGD
;UNIFOOD.SI;;SGD
IS ASIA HYG S$D;QL3.SI;SES;SGD
db x-trackers - MSCI Emerging Markets Index UCITS ETF;J0M.SI;SES;SGD
GMG Global Ltd;AXJ.SI;SES;SGD
Chasen Holdings Ltd;5NV.SI;SES;SGD
Trek 2000 International Ltd;5AB.SI;SES;SGD
Geo Energy Resources Ltd;RE4.SI;SES;SGD
Marco Polo Marine Ltd;5LY.SI;SES;SGD
Otto Marine Limited;BER.SI;SES;SGD
PNE Industries Ltd;BDA.SI;SES;SGD
$ 800 Super;5TG.SI;SES;SGD
T T J Holdings Ltd;K1Q.SI;SES;SGD
Oxley Holdings Limited;5UX.SI;SES;SGD
Lyxor UCITS ETF Nasdaq-100;H1Q.SI;SES;SGD
Raffles Education Corporation Limited;NR7.SI;SES;SGD
Darco Water Technologies Ltd;5CB.SI;SES;SGD
Fuji Offset Plates Manufacturing Ltd;508.SI;SES;SGD
Pacific Radiance Ltd;T8V.SI;SES;SGD
QingMei Group Holdings Ltd;KT9.SI;SES;SGD
Willas-Array Electronics (Holdings) Limited;BDR.SI;SES;SGD
Lereno Bio-Chem Ltd;587.SI;SES;SGD
u CYOU ADR US$+;K3JD.SI;SES;SGD
The Think Environmental Co.; Ltd.;A78.SI;SES;SGD
$ GDS Global;5VP.SI;SES;SGD
GuocoLand Ltd;F17.SI;SES;SGD
IREIT Global;UD1U.SI;SES;SGD
KTL Global Ltd;EB7.SI;SES;SGD
Advanced Integrated Manufacturing Corp. Ltd.;AXH.SI;SES;SGD
Aims Property Securities Fund;A0P.SI;SES;SGD
Spindex Industries Ltd;564.SI;SES;SGD
New Wave Holdings Ltd;5FX.SI;SES;SGD
Global Palm Resources Holdings Ltd.;K6J.SI;SES;SGD
GSH Corp 1;BDY.SI;SES;SGD
Tat Seng Packaging Group Ltd;T12.SI;SES;SGD
Amtek Engineering Ltd;M1P.SI;SES;SGD
CosmoSteel Holdings Ltd;B9S.SI;SES;SGD
Megachem Ltd;5DS.SI;SES;SGD
GlobalTesting 1;AYO.SI;SES;SGD
SUTL Enterprise Limited;BHU.SI;SES;SGD
Sino Grandness Food Industry Group Ltd;T4B.SI;SES;SGD
Global Palm Resources Holdings Limited;BLW.SI;SES;SGD
DBXT Nifty US$;HE0.SI;SES;SGD
Lyxor UCITS ETF MSCI Taiwan;A9A.SI;SES;SGD
db x-trackers - MSCI Bangladesh IM Index UCITS ETF;O9C.SI;SES;SGD
Sing Investments & Finance Ltd;S35.SI;SES;SGD
$ Moya Asia;5WE.SI;SES;SGD
DBXT China50 US$;HD8.SI;SES;SGD
JB Foods Ltd;Q0W.SI;SES;SGD
DMX Technologies Group Ltd;5CH.SI;SES;SGD
China Mobile Ltd;K3PD.SI;SES;SGD
China Auto Electronics Group Ltd;T42.SI;SES;SGD
China Sports International Ltd;FQ8.SI;SES;SGD
Sri Trang Agro-Industry Public Company Limited;NC2.SI;SES;SGD
IREIT GLOBAL NPV S/RIGHTS 28/07;BBAR.SI;SES;SGD
Uni-Asia Holdings Limited;AYF.SI;SES;SGD
CSC Holdings Ltd;C06.SI;SES;SGD
$ Libra;5TR.SI;SES;SGD
Shinvest Holding Ltd.;BJW.SI;SES;SGD
$ Axcelasia;42U.SI;SES;SGD
Yongnam Holdings Limited;AXB.SI;SES;SGD
Nam Lee Pressed Metal Industries Ltd;G0I.SI;SES;SGD
Tye Soon Ltd;T08.SI;SES;SGD
Azeus Systems Holdings Ltd.;BBW.SI;SES;SGD
$ SingHaiyi;5H0.SI;SES;SGD
Eastgate Technology Ltd;N0L.SI;SES;SGD
NutryFarm 1;AZU.SI;SES;SGD
SMJ International Holdings Ltd;40B.SI;SES;SGD
Rotary Engineering Ltd;R07.SI;SES;SGD
Li Heng Chemical Fibre Technologies Limited;AXZ.SI;SES;SGD
;S13.SI;;SGD
$ MoneyMax Fin;5WJ.SI;SES;SGD
Courts Asia Ltd;RE2.SI;SES;SGD
Matex International Ltd;M15.SI;SES;SGD
Great Group Holdings Ltd.;I5H.SI;SES;SGD
Malaysia Smelting Corp Bhd;NC9.SI;SES;SGD
Novo Group Ltd;MR8.SI;SES;SGD
CEIContractMfg 1;AVW.SI;SES;SGD
$ JasonHldg;5I3.SI;SES;SGD
EMS Energy Ltd;5DE.SI;SES;SGD
;BAHR.SI;SES;SGD
SHCTR;_SHCTR.SI;SES;SGD
Croesus Retail Trust;S6NU.SI;SES;SGD
Kencana Agri Limited;BNE.SI;SES;SGD
;U01.SI;;SGD
ES Group (Holdings) Ltd;5RC.SI;SES;SGD
Pan-United Corp Ltd;P52.SI;SES;SGD
SGXHC;_SGXHC.SI;SES;SGD
Eratat Lifestyle Ltd;FO8.SI;SES;SGD
Micro-Mechanics holdings;5DD.SI;SES;SGD
HLH Group Ltd;H27.SI;SES;SGD
Medtecs International Corp Ltd;546.SI;SES;SGD
db x-trackers II - Singapore Dollar Cash UCITS ETF;KJ6.SI;SES;SGD
;W12.SI;;SGD
Dutech Holdings Ltd;CZ4.SI;SES;SGD
IN future for July 2016; being;INN16-C.SI;SES;SGD
REITR;_REITR.SI;SES;SGD
Straits Trading Co Ltd;S20.SI;SES;SGD
Linair Technologies Ltd;5FW.SI;SES;SGD
OLS Enterprise Ltd;ADJ.SI;SES;SGD
Stamford Land Corp Ltd;H07.SI;SES;SGD
Dukang Distillers Holdings Limited;BKV.SI;SES;SGD
CIMB S&P Ethical Asia Pacific Dividend ETF;P5P.SI;SES;SGD
DBXT iBoxxUSTr US$;KF7.SI;SES;SGD
Changjiang Fertilizer Holdings Ltd;JA9.SI;SES;SGD
Nordic Group Ltd;MR7.SI;SES;SGD
Samudera Shipping Line Ltd;S56.SI;SES;SGD
China Essence Group Ltd;G54.SI;SES;SGD
Universal Resource and Services Ltd;W81.SI;SES;SGD
JB Foods Limited;BEW.SI;SES;SGD
u ZNH ADR US$;K3TD.SI;SES;SGD
Indiabulls Properties Investment Trust;F3EU.SI;SES;SGD
Tianjin Zhongxin Pharmaceutical Group Corp Ltd;T14.SI;SES;SGD
$ Kitchen Culture;5TI.SI;SES;SGD
China Mining International Limited;BHD.SI;SES;SGD
$ Alpha Energy;5TS.SI;SES;SGD
Mun Siong Engineering Ltd;MF6.SI;SES;SGD
Ace Achieve Infocom Ltd;A75.SI;SES;SGD
AA Group Holdings Ltd;5GZ.SI;SES;SGD
SGXRD;_SGXRD.SI;SES;SGD
ChinaGaoxian 1;BAA.SI;SES;SGD
OUE HTrust R1;BRJR.SI;SES;SGD
Advanced Holdings Ltd.;BLZ.SI;SES;SGD
Tat Hong Holdings Ltd;T03.SI;SES;SGD
AusNet Services Ltd;AZI.SI;SES;SGD
DBXT Vietnam US$;HD9.SI;SES;SGD
New Silkroutes Group Limited;BMT.SI;SES;SGD
Singapore Telecommunications Limited;Z78.SI;SES;SGD
Southern Packaging Group Ltd;T77.SI;SES;SGD
Leader Environmental Technologies Ltd;LS9.SI;SES;SGD
$ China Star Food;42W.SI;SES;SGD
Trina Solar Ltd;K3KD.SI;SES;SGD
Food Empire Holdings Ltd;F03.SI;SES;SGD
Soon Lian Holdings Ltd;5MD.SI;SES;SGD
Fibrechem Technologies Ltd;DK2.SI;SES;SGD
GP Batteries International Ltd;G08.SI;SES;SGD
New SilkroutesR;BQSR.SI;SES;SGD
Saizen Real Estate Investment Trust;T8JU.SI;SES;SGD
Vibrant Group Ltd;F01.SI;SES;SGD
Santak Holdings Ltd;580.SI;SES;SGD
Lafe Corporation Limited;AYB.SI;SES;SGD
China Bearing (Singapore) Ltd;AD7.SI;SES;SGD
Baker Technology Ltd;568.SI;SES;SGD
Delong Holdings Limited;BQO.SI;SES;SGD
QAF Ltd;Q01.SI;SES;SGD
Tee International Ltd;M1Z.SI;SES;SGD
Eastern Holdings Ltd.;BDG.SI;SES;SGD
IREIT GLOBAL NPV S/RIGHTS 28/07;BBBR.SI;SES;SGD
SMGTR;_SMGTR.SI;SES;SGD
ARA Asset Mgt R1;BLGR.SI;SES;SGD
$ Choo Chiang;42E.SI;SES;SGD
Weiye Holdings Limited;BMA.SI;SES;SGD
Zhongmin Baihui Retail Group Ltd;5SR.SI;SES;SGD
AVJennings Ltd;A05.SI;SES;SGD
Hiap Tong Corp Ltd;5PO.SI;SES;SGD
DBS Bank Ltd.;MU7.SI;SES;SGD
Changtian Plastic & Chemical Limited;AXV.SI;SES;SGD
Vicom Ltd;V01.SI;SES;SGD
Stamford Tyres Corp Ltd;S29.SI;SES;SGD
db x-trackers - MSCI Russia Capped Index UCITS ETF;J0R.SI;SES;SGD
Fischer Tech Ltd;F22.SI;SES;SGD
db x- trackers II - US Treasuries Inflation-Linked UCITS ETF (DR);KF5.SI;SES;SGD
Powermatic Data Systems Limited;BCY.SI;SES;SGD
Lankom Electronics Ltd;L22.SI;SES;SGD
$ ISEC;40T.SI;SES;SGD
Hi-P International Ltd;H17.SI;SES;SGD
'$ Chew''s';5SY.SI;SES;SGD
Meghmani Organics Ltd;M30.SI;SES;SGD
Jaya Holdings Limited;BJE.SI;SES;SGD
Hong Leong Asia Ltd;H22.SI;SES;SGD
Lung Kee (Bermuda) Holdings Ltd;L09.SI;SES;SGD
YONGNAM HLDGS NPV (POST-CONS);AXC.SI;SES;SGD
Adventus Holdings Ltd;5EF.SI;SES;SGD
China Hongcheng Holdings Ltd;C0Z.SI;SES;SGD
SPH REIT;SK6U.SI;SES;SGD
Goodland Group Ltd.;5PC.SI;SES;SGD
CDW Holding Ltd;D38.SI;SES;SGD
Techcomp holdings;T43.SI;SES;SGD
HL Global Enterprises Limited;AVX.SI;SES;SGD
;BAGR.SI;SES;SGD
Chinasing Investment Holdings Limited;O2R.SI;SES;SGD
Beng Kuang Marine Ltd;5MC.SI;SES;SGD
BH Global Corporation Limited;BQN.SI;SES;SGD
$ KimHeng Offshore;5G2.SI;SES;SGD
PT Berlian Laju Tanker Tbk;B66.SI;SES;SGD
China Jishan Holdings Ltd;J18.SI;SES;SGD
Koh Brothers Eco Engineering Ltd;5HV.SI;SES;SGD
Shangri-La Asia Ltd;S07.SI;SES;SGD
Isetan (Singapore) Ltd;I15.SI;SES;SGD
Poh Tiong Choon Logistics Ltd;P01.SI;SES;SGD
Second Chance Properties Ltd;528.SI;SES;SGD
db x-trackers - S&P 500 UCITS ETF;K6K.SI;SES;SGD
SGXOG;_SGXOG.SI;SES;SGD
VGO Corp Ltd;PH0.SI;SES;SGD
;SGU16-C.SI;;SGD
MTQ Corp Ltd;M05.SI;SES;SGD
Multi Units France - Lyxor UCITS ETF Thailand (SET50 NET TR);P2P.SI;SES;SGD
u TM ADR US$;N6FD.SI;SES;SGD
Ellipsiz Ltd;E13.SI;SES;SGD
db x-trackers - Stoxx Global Select Dividend 100 UCITS ETF;KT3.SI;SES;SGD
SGXMG;_SGXMG.SI;SES;SGD
Design Studio Group Ltd;D11.SI;SES;SGD
CH Offshore Ltd;C13.SI;SES;SGD
Lantrovision S Ltd;Q7W.SI;SES;SGD
Ossia International Ltd;O08.SI;SES;SGD
u MR ADR US$+;K3QD.SI;SES;SGD
GP Industries Ltd;G20.SI;SES;SGD
;SGM16-C.SI;;SGD
Multi Units France - Lyxor UCITS ETF MSCI Indonesia;P2Q.SI;SES;SGD
China Mining International Ltd;Y34.SI;SES;SGD
Asia Fashion Holdings Ltd;GH3.SI;SES;SGD
Yong Xin International Holdings Ltd;CX5.SI;SES;SGD
Swee Hong Ltd;QF6.SI;SES;SGD
First Sponsor Group Limited;ADN.SI;SES;SGD
db x-trackers II - Australia SSA Bonds UCITS ETF;K6Y.SI;SES;SGD
China Paper Holdings Limited;C71.SI;SES;SGD
Camsing Healthcare Limited;BAC.SI;SES;SGD
IS ASIA BND S$D;QL2.SI;SES;SGD
Sunpower Group Ltd;5GD.SI;SES;SGD
Green Build Technology Ltd;Y06.SI;SES;SGD
EnGro Corp Ltd;S44.SI;SES;SGD
Intraco Ltd;I06.SI;SES;SGD
Polaris Ltd;5BI.SI;SES;SGD
JEP Holdings Ltd;5FA.SI;SES;SGD
$ Huationg Global;41B.SI;SES;SGD
Dynamic Colours Ltd;D6U.SI;SES;SGD
SMATR;_SMATR.SI;SES;SGD
GMGGLOBAL 1;AXK.SI;SES;SGD
u NTES ADR US$+;K3MD.SI;SES;SGD
Universal Resource And Services Limited;BGO.SI;SES;SGD
Combine Will International Holdings Limited;N0Z.SI;SES;SGD
Dragon Group International Ltd;MT1.SI;SES;SGD
db x-trackers II - Australian Dollar Cash UCITS ETF;KV6.SI;SES;SGD
iShares Southeast Asia Trust - iShares J.P. Morgan USD Asia Credit Bond Index ETF;N6M.SI;SES;SGD
Guocoleisure Ltd;B16.SI;SES;SGD
Hengyang Petrochemical Logistics Ltd.;5PD.SI;SES;SGD
Soilbuild Group Holdings Ltd.;S7P.SI;SES;SGD
Swing Media Technology Group Limited;BEV.SI;SES;SGD
Ecowise Holdings Ltd;5CT.SI;SES;SGD
Regal International Group Ltd;UV1.SI;SES;SGD
db x-trackers - MSCI Pacific ex Japan Index UCITS ETF (DR);J0Q.SI;SES;SGD
Soilbuild Business Space REIT;SV3U.SI;SES;SGD
Hai Leck Holdings Ltd;GG7.SI;SES;SGD
Luzhou Bio-Chem Technology Ltd;L46.SI;SES;SGD
Nippecraft Ltd;N32.SI;SES;SGD
Federal International (2000) Ltd;BDU.SI;SES;SGD
Artivision Technologies Ltd;5NK.SI;SES;SGD
KSH Holdings Ltd;ER0.SI;SES;SGD
IS DJ USTECH US$;I21.SI;SES;SGD
Sin Heng Heavy Machinery Limited;BKA.SI;SES;SGD
China Telecom Corp Ltd;K3ED.SI;SES;SGD
Brooke Asia Ltd;5OY.SI;SES;SGD
Petra Foods Ltd;P34.SI;SES;SGD
Anwell Technologies Ltd;G5X.SI;SES;SGD
XMH Holdings Ltd.;BQF.SI;SES;SGD
db x-trackers - db Commodity Booster Bloomberg UCITS ETF;L5F.SI;SES;SGD
Koda Ltd;BJZ.SI;SES;SGD
$ Far East;5TJ.SI;SES;SGD
CIMBASEAN40 S$D;QS0.SI;SES;SGD
Cogent Holdings Ltd;KJ9.SI;SES;SGD
Lyxor UCITS ETF MSCI Europe;JC5.SI;SES;SGD
Fabchem China Limited;BFT.SI;SES;SGD
SingTel 10;Z77.SI;SES;SGD
CWT Ltd;C14.SI;SES;SGD
Asia Fashion Holdings Limited;BQI.SI;SES;SGD
Old Chang Kee Ltd;5ML.SI;SES;SGD
United Envirotech Ltd;U19.SI;SES;SGD
Loyz Energy Ltd;594.SI;SES;SGD
Cambridge Industrial Trust;J91U.SI;SES;SGD
u CTRP ADR US$+;K3RD.SI;SES;SGD
$ Anchor Resources;43E.SI;SES;SGD
China Great Land Holdings Ltd;D50.SI;SES;SGD
CNA Group Ltd;5GC.SI;SES;SGD
PCI Ltd;P19.SI;SES;SGD
Enviro-Hub Holdings Ltd;L23.SI;SES;SGD
Hock Lian Seng Holdings Ltd;J2T.SI;SES;SGD
Chip Eng Seng Corp Ltd;C29.SI;SES;SGD
Xpress Holdings Ltd;I04.SI;SES;SGD
SIIC Environment Holdings Ltd.;BHK.SI;SES;SGD
A-SONICAERO 1;AWR.SI;SES;SGD
TA Corp Ltd;PA3.SI;SES;SGD
$ Moya Asia R;42XR.SI;SES;SGD
Ramba Energy Ltd;R14.SI;SES;SGD
SGXMA;_SGXMA.SI;SES;SGD
Datapulse Technology Limited;BKW.SI;SES;SGD
Acma Ltd 1;AYW.SI;SES;SGD
Oriental Group Ltd;5FI.SI;SES;SGD
Jardine Matheson Holdings Ltd;J36.SI;SES;SGD
SRDTR;_SRDTR.SI;SES;SGD
Innovalues Ltd;591.SI;SES;SGD
AP Oil International Ltd;5AU.SI;SES;SGD
Z-Obee Holdings Ltd;D5N.SI;SES;SGD
Boustead Projects Limited;AVM.SI;SES;SGD
Rickmers Maritime;B1ZU.SI;SES;SGD
SOSTR;_SOSTR.SI;SES;SGD
Excelpoint Technology Ltd;BDF.SI;SES;SGD
db x-trackers II - Markit iBoxx ABF Indonesia Government UCITS ETF;SH8.SI;SES;SGD
OUE HTrust R;BRIR.SI;SES;SGD
$ Mercurius;5RF.SI;SES;SGD
$ PS Group;5WD.SI;SES;SGD
RE2TR;_RE2TR.SI;SES;SGD
$ CMC Infocomm;42F.SI;SES;SGD
Frencken Group Ltd;E28.SI;SES;SGD
UETF - United SSE 50 China ETF;JK8.SI;SES;SGD
ISR Capital Ltd;5EC.SI;SES;SGD
CitySpring Infrastructure Trust;A7RU.SI;SES;SGD
Memtech International Ltd;M26.SI;SES;SGD
NeraTelecommunications Ltd;N01.SI;SES;SGD
Hu An Cable Holdings Ltd;KI3.SI;SES;SGD
HPH Trust SGDP7VU.SI;SES;SGD
Fabchem China Ltd;I54.SI;SES;SGD
LCT  Holdings Limited;BJL.SI;SES;SGD
db x-trackers - MSCI Brazil Index UCITS ETF (DR);J0O.SI;SES;SGD
VibroPower Corporation Limited;BJD.SI;SES;SGD
Sunmart Holdings Ltd;C2J.SI;SES;SGD
First Ship Lease Trust;D8DU.SI;SES;SGD
u HMIN ADR US$+;K3UD.SI;SES;SGD
Hor Kew Corporation Limited;BBQ.SI;SES;SGD
Ziwo Holdings Ltd.;I9T.SI;SES;SGD
TopGlobal 1;BHP.SI;SES;SGD
Vicplas International Ltd;569.SI;SES;SGD
;U8V.SI;SES;SGD
Teckwah Industrial Corp Ltd;561.SI;SES;SGD
db x-trackers - MSCI Malaysia Index UCITS ETF (DR);LG6.SI;SES;SGD
Jackspeed Corp Ltd;J17.SI;SES;SGD
China International Holdings Limited;BEH.SI;SES;SGD
Nobel Design Holdings Ltd;547.SI;SES;SGD
Advanced Holdings Ltd;5IA.SI;SES;SGD
JES International Holdings Ltd;EG0.SI;SES;SGD
United Industrial Corp Ltd;U06.SI;SES;SGD
Mewah International Inc;MV4.SI;SES;SGD
Tosei;S2D.SI;SES;SGD
Lyxor UCITS ETF Eastern Europe (CECE NTR EUR);H1M.SI;SES;SGD
