Jardine Cycle & Carriage Ltd;C07.SI;SES;SGD
Yangzijiang Shipbuilding (Holdings) Ltd;BS6.SI;SES;SGD
Qian Hu Corporation Limited;BCV.SI;SES;SGD
Riverstone Holdings Ltd;AP4.SI;SES;SGD
Swissco Holdings Ltd;ADP.SI;SES;SGD
ABF Singapore Bond Index Fund;A35.SI;SES;SGD
亞洲食品及不動產有限公司;A26.SI;SES;SGD
Ascendas Real Estate Inv Trust;A17U.SI;SES;SGD
ASL Marine Holdings Ltd;A04.SI;SES;SGD
Hyflux Ltd;600.SI;SES;SGD
SBI Offshore Ltd.;5PL.SI;SES;SGD
China Environment Ltd;5OU.SI;SES;SGD
Ezion Holdings Ltd;5ME.SI;SES;SGD
Falcon Energy Group Ltd;5FL.SI;SES;SGD
BreadTalk Group Ltd;5DA.SI;SES;SGD
Lee Metal Group Ltd;593.SI;SES;SGD
Challenger Technologies Limited;573.SI;SES;SGD
Jumbo Group Limited;42R.SI;SES;SGD
$ Versalink;40N.SI;SES;SGD
Singapore Windsor Holdings Ltd;Y45.SI;SES;SGD
Japfa Ltd;UD2.SI;SES;SGD
PACC Offshore Services Holdings Ltd;U6C.SI;SES;SGD
UOL Group Ltd;U14.SI;SES;SGD
United Overseas Insurance Ltd;U13.SI;SES;SGD
UPP Holdings Ltd;U09.SI;SES;SGD
RH Petrogas Ltd;T13.SI;SES;SGD
Serial System Ltd;S69.SI;SES;SGD
SembCorp Marine Ltd;S51.SI;SES;SGD
OKH Global Ltd.;S3N.SI;SES;SGD
Triyards Holdings Ltd;RC5.SI;SES;SGD
Ascendas Hospitality Trust;Q1P.SI;SES;SGD
Global Premium Hotels Ltd;P9J.SI;SES;SGD
db x-trackers - MSCI Singapore IM Index UCITS ETF (DR);O9A.SI;SES;SGD
AIMS AMP Capital Industrial REIT;O5RU.SI;SES;SGD
Oversea-Chinese Banking Corp Ltd;O15.SI;SES;SGD
Mapletree Commercial Trust;N2IU.SI;SES;SGD
Lyxor AsiaRE US$;MT7.SI;SES;SGD
Bund Center Investment Ltd;MQ4.SI;SES;SGD
XMH Holdings Ltd;M9F.SI;SES;SGD
'Macquarie Int''l Infra Fund Ltd';M41.SI;SES;SGD
Manufacturing Integration Technology Ltd;M11.SI;SES;SGD
Keppel REIT;K71U.SI;SES;SGD
Prudential PLC;K6S.SI;SES;SGD
Cache Logistics Trust;K2LU.SI;SES;SGD
Jadason Enterprises Ltd;J03.SI;SES;SGD
HTL International Holdings Ltd;H64.SI;SES;SGD
Hong Fok Corp Ltd;H30.SI;SES;SGD
Haw Par Corp Ltd;H02.SI;SES;SGD
China Aviation Oil (Singapore) Corp Ltd;G92.SI;SES;SGD
MYP Ltd;F86.SI;SES;SGD
SPDR Straits Times Index ETF;ES3.SI;SES;SGD
Lizhong Wheel Group Ltd;E94.SI;SES;SGD
Wee Hur Holdings Ltd;E3B.SI;SES;SGD
Elec & Eltek International Co Ltd;E16.SI;SES;SGD
Hanwell Holdings Ltd;DM0.SI;SES;SGD
SPDR Dow Jones Industrial Average ETF Trust;D07.SI;SES;SGD
Creative Technology Ltd;C76.SI;SES;SGD
Linc Energy Ltd;BRE.SI;SES;SGD
Envictus International Holdings Limited;BQD.SI;SES;SGD
Valuetronics Holdings Ltd;BN2.SI;SES;SGD
PSL Holdings Limited;BLL.SI;SES;SGD
Avi-Tech Electronics Limited;BKY.SI;SES;SGD
Yamada Green Resources Limited;BJV.SI;SES;SGD
Ellipsiz Ltd;BIX.SI;SES;SGD
Global Investments Ltd;B73.SI;SES;SGD
Bukit Sembawang Estates Ltd;B61.SI;SES;SGD
Banyan Tree Holdings Ltd;B58.SI;SES;SGD
Boardroom Ltd;B10.SI;SES;SGD
A-Sonic Aerospace Limited;AWQ.SI;SES;SGD
Mirach Energy Limited;AWO.SI;SES;SGD
First Real Estate Investment Trust;AW9U.SI;SES;SGD
CEI Limited;AVV.SI;SES;SGD
Swiber Holdings Ltd;AK3.SI;SES;SGD
Frasers Hospitality Trust;ACV.SI;SES;SGD
Auric Pacific Group Ltd;A23.SI;SES;SGD
$ Xyec;5WR.SI;SES;SGD
$ Sysma;5UO.SI;SES;SGD
$ Atlantic Nav;5UL.SI;SES;SGD
Japan Foods Holding Ltd;5OI.SI;SES;SGD
Healthway Medical Corp Ltd;5NG.SI;SES;SGD
Epicentre Holdings Ltd;5MQ.SI;SES;SGD
Soup Restaurant Group Ltd;5KI.SI;SES;SGD
Interra Resources Ltd;5GI.SI;SES;SGD
$ TalkMed;5G3.SI;SES;SGD
Sakae Holdings Ltd;5DO.SI;SES;SGD
Technics Oil & Gas Ltd;5CQ.SI;SES;SGD
KS Energy Ltd;578.SI;SES;SGD
Eindec Corporation Limited;42Z.SI;SES;SGD
$ Singapore-eDev;40V.SI;SES;SGD
Perennial Real Estate Holdings Ltd;40S.SI;SES;SGD
$ Spackman;40E.SI;SES;SGD
仁恒置地集团有限公司;Z25.SI;SES;SGD
CEFC International Ltd;Y35.SI;SES;SGD
Yeo Hiap Seng Ltd;Y03.SI;SES;SGD
Sinopipe Holdings Ltd;X06.SI;SES;SGD
Linc Energy Ltd;TI6.SI;SES;SGD
Wing Tai Holdings Ltd;W05.SI;SES;SGD
Union Steel Holdings Ltd;V69.SI;SES;SGD
Venture Corp Ltd;V03.SI;SES;SGD
EMAS Offshore Limited;UQ4.SI;SES;SGD
Pteris Global Ltd;UD3.SI;SES;SGD
China Everbright Water Limited;U9E.SI;SES;SGD
Sarine Technologies Ltd;U77.SI;SES;SGD
United Engineers Ltd;U04.SI;SES;SGD
OUE Commercial Real Estate Investment Trust;TS0U.SI;SES;SGD
Frasers Centrepoint Limited;TQ5.SI;SES;SGD
Viva Industrial Trust;T8B.SI;SES;SGD
TIH Ltd;T55.SI;SES;SGD
Compact Metal Industries Ltd;T4E.SI;SES;SGD
Sunningdale Tech Ltd;T35.SI;SES;SGD
Transcorp Holdings Ltd;T19.SI;SES;SGD
China Dairy Group Ltd;T16.SI;SES;SGD
Tan Chong International Ltd;T15.SI;SES;SGD
Sunright Ltd;S71.SI;SES;SGD
SBS Transit Ltd;S61.SI;SES;SGD
SMRT Corp Ltd;S53.SI;SES;SGD
San Teh Ltd;S46.SI;SES;SGD
STATS ChipPAC Ltd;S24.SI;SES;SGD
Singapura Finance Ltd;S23.SI;SES;SGD
Genting Hong Kong Ltd;S21.SI;SES;SGD
Singapore Shipping Corp Ltd;S19.SI;SES;SGD
Singapore Post Ltd;S08.SI;SES;SGD
Sim Lian Group Ltd;S05.SI;SES;SGD
Mapletree Greater China Commercial Trust;RW0U.SI;SES;SGD
Overseas Education Ltd;RQ1.SI;SES;SGD
Global Invacom Group Ltd;QS9.SI;SES;SGD
Q & M Dental Group (Singapore) Ltd;QC7.SI;SES;SGD
Far East Hospitality Trust;Q5T.SI;SES;SGD
IHH Healthcare Bhd;Q0F.SI;SES;SGD
Tiong Woon Corp Holding Ltd;T06.SI;SES;SGD
Lyxor UCITS ETF China Enterprise (HSCEI);P58.SI;SES;SGD
Starhill Global Real Estate Investment Trust;P40U.SI;SES;SGD
Penguin International Ltd;P13.SI;SES;SGD
Pacific Andes Resources Development Ltd;P11.SI;SES;SGD
GLD US$;O87.SI;SES;SGD
Olam International Ltd;O32.SI;SES;SGD
Far East Orchard Ltd;O10.SI;SES;SGD
Ocean Sky International Ltd;O05.SI;SES;SGD
Frasers Commercial Trust;ND8U.SI;SES;SGD
Nomura Holdings Inc;N33.SI;SES;SGD
New Toyo International Holdings Ltd;N08.SI;SES;SGD
Neptune Orient Lines Ltd;N03.SI;SES;SGD
Vard Holdings Ltd;MS7.SI;SES;SGD
Mapletree Industrial Trust;ME8U.SI;SES;SGD
CIMB FTSE Asean 40 ETF;M62.SI;SES;SGD
'Sabana Shari''ah Compliant Industrial Real Estate Investment Trust';M1GU.SI;SES;SGD
InnoTek Ltd;M14.SI;SES;SGD
Metro Holdings Ltd;M01.SI;SES;SGD
LifeBrandz Ltd;L20.SI;SES;SGD
OUE Ltd;LJ3.SI;SES;SGD
db x-trackers - MSCI India Index UCITS ETF;LG8.SI;SES;SGD
Abterra Ltd;L5I.SI;SES;SGD
LCD Global Investments Ltd;L38.SI;SES;SGD
LTC Corporation Ltd;L17.SI;SES;SGD
Manhattan Resources Ltd;L02.SI;SES;SGD
db x-trackers II - EONIA UCITS ETF;KV8.SI;SES;SGD
db x-trackers - MSCI Indonesia Index UCITS ETF;KJ7.SI;SES;SGD
BBR Holdings (S) Ltd;KJ5.SI;SES;SGD
PetroChina Co Ltd;K3OD.SI;SES;SGD
China Minzhong Food Corp Ltd;K2N.SI;SES;SGD
Keppel Telecommunications & Transportation Ltd;K11.SI;SES;SGD
Sapphire Corp Ltd;NF1.SI;SES;SGD
CDL Hospitality Trusts;J85.SI;SES;SGD
db x-trackers - MSCI World Index UCITS ETF;J0P.SI;SES;SGD
DBXT MSKorea US$;IH2.SI;SES;SGD
亨鑫科技有限公司;I85.SI;SES;SGD
IS S&P500 US$;I17.SI;SES;SGD
Ipco International Ltd;I11.SI;SES;SGD
Hotel Properties Ltd;H15.SI;SES;SGD
Nikko AM Singapore STI ETF;G3B.SI;SES;SGD
Lyxor UCITS ETF MSCI Malaysia;G1M.SI;SES;SGD
Global Tech (Holdings) Ltd;G11.SI;SES;SGD
Yuexiu Property Co Ltd;G10.SI;SES;SGD
Boustead Singapore Ltd;F9D.SI;SES;SGD
Fraser and Neave Ltd;F99.SI;SES;SGD
中远投资（新加坡）有限公司;F83.SI;SES;SGD
Fragrance Group Ltd;F31.SI;SES;SGD
GSH Corp Ltd;J16.SI;SES;SGD
Yongmao Holdings Ltd;E6A.SI;SES;SGD
Mermaid Maritime Public Co Ltd;DU4.SI;SES;SGD
C&G Environmental Protection Holdings Ltd;D79.SI;SES;SGD
China New Town Development Co Ltd;D4N.SI;SES;SGD
Datapulse Technology Ltd;D04.SI;SES;SGD
Dairy Farm International Holdings Ltd;D01.SI;SES;SGD
Avi-Tech Electronics Ltd;CT1.SI;SES;SGD
Cortina Holdings Limted;C41.SI;SES;SGD
Chuan Hup Holdings Ltd;C33.SI;SES;SGD
Parkway Life Real Estate Investment Trust;C2PU.SI;SES;SGD
China Merchants Holdings (Pacific) Ltd;C22.SI;SES;SGD
Chosen Holdings Ltd;C10.SI;SES;SGD
Sapphire Corporation Limited;BRD.SI;SES;SGD
Tiong Woon Corporation Holding Ltd;BQM.SI;SES;SGD
Memtech International Ltd.;BOL.SI;SES;SGD
Hupsteel Limited;BMH.SI;SES;SGD
GRP Limited;BLU.SI;SES;SGD
K1 Ventures Limited;BLT.SI;SES;SGD
Hotung Investment Holdings Limited;BLS.SI;SES;SGD
Darco Water Technologies Limited;BLR.SI;SES;SGD
Sunningdale Tech Ltd;BHQ.SI;SES;SGD
Swiber Holdings Limited;BGK.SI;SES;SGD
Tiong Seng Holdings Limited;BFI.SI;SES;SGD
China Flexible Packaging Holdings Limited;BCX.SI;SES;SGD
China Yuanbang Property Holdings Limited;BCD.SI;SES;SGD
S i2i Limited;BAI.SI;SES;SGD
Sin Ghee Huat Corp Ltd;B7K.SI;SES;SGD
M1 Ltd;B2F.SI;SES;SGD
China Fishery Group Ltd;B0Z.SI;SES;SGD
Foreland Fabrictech Holdings Ltd;B0I.SI;SES;SGD
China Gaoxian Fibre Fabric Holdings Ltd.;AZZ.SI;SES;SGD
8Telecom International Holdings Co. Ltd.;AZG.SI;SES;SGD
Plastoform Holdings Limited;AYD.SI;SES;SGD
Multi-Chem Limited;AWZ.SI;SES;SGD
Global Yellow Pages Limited;AWS.SI;SES;SGD
Shanghai Turbo Enterprises Ltd;AWM.SI;SES;SGD
Fuxing China Group Limited;AWK.SI;SES;SGD
SP Corporation Limited;AWE.SI;SES;SGD
Aztech Group Ltd;AVZ.SI;SES;SGD
Golden Energy and Resources Limited;AUE.SI;SES;SGD
CapitaRetail China Trust;AU8U.SI;SES;SGD
Courage Marine Group Limited;ATL.SI;SES;SGD
BH Global Corp Ltd;B32.SI;SES;SGD
Keppel DC REIT;AJBU.SI;SES;SGD
Ouhua Energy Holdings Ltd;AJ2.SI;SES;SGD
The Hour Glass Limited;AGS.SI;SES;SGD
Ascott Residence Trust Management Ltd;A68U.SI;SES;SGD
Asia Enterprises Holding Ltd;A55.SI;SES;SGD
AnnAik Ltd;A52.SI;SES;SGD
Rowsley Ltd;A50.SI;SES;SGD
Addvalue Technologies Ltd;A31.SI;SES;SGD
$ AsiaPhos;5WV.SI;SES;SGD
$ ISOTeam;5WF.SI;SES;SGD
$ DeClout;5UZ.SI;SES;SGD
$ Sincap;5UN.SI;SES;SGD
$ Neo;5UJ.SI;SES;SGD
$ SHC Capital Asia;5UE.SI;SES;SGD
$ ChasWood Res;5TW.SI;SES;SGD
$ IEV;5TN.SI;SES;SGD
Duty Free International Limited;5SO.SI;SES;SGD
$ APAC Strategic;5RA.SI;SES;SGD
Jason Marine Group Ltd.;5PF.SI;SES;SGD
Singapore Medical Group Ltd;5OT.SI;SES;SGD
Teho International Inc Ltd;5OQ.SI;SES;SGD
Mencast Holdings Ltd;5NF.SI;SES;SGD
Kingsmen Creatives Ltd;5MZ.SI;SES;SGD
Memstar Technology Ltd;5MS.SI;SES;SGD
Indofood Agri Resources Ltd;5JS.SI;SES;SGD
Hiap Hoe Ltd;5JK.SI;SES;SGD
SING Holdings Ltd;5IC.SI;SES;SGD
Albedo Ltd;5IB.SI;SES;SGD
$ KOP;5I1.SI;SES;SGD
AusGroup Ltd;5GJ.SI;SES;SGD
SIIC Environment Holdings Ltd;5GB.SI;SES;SGD
Envictus International Holdings Ltd;5FR.SI;SES;SGD
Select Group Ltd;5FQ.SI;SES;SGD
$ Wilton Resources;5F7.SI;SES;SGD
$ Figtree;5F4.SI;SES;SGD
Best world international Ltd;5ER.SI;SES;SGD
Zhongxin Fruit and Juice Ltd;5EG.SI;SES;SGD
Ezra Holdings Ltd;5DN.SI;SES;SGD
Chinese Global Investors Group Ltd;5CJ.SI;SES;SGD
MFS Technology Ltd;5BM.SI;SES;SGD
Asiatravel.com Holdings Ltd;5AM.SI;SES;SGD
OEL (Holdings) Ltd;584.SI;SES;SGD
Vallianz Holdings Ltd;545.SI;SES;SGD
Craft Print International Ltd;541.SI;SES;SGD
ABR Holdings Ltd;533.SI;SES;SGD
Tai Sin Electric Ltd;500.SI;SES;SGD
$ MM2 Asia;43D.SI;SES;SGD
$ TLV;42L.SI;SES;SGD
Soo Kee Group Ltd.;42G.SI;SES;SGD
ZICO Holdings Inc;40W.SI;SES;SGD
Serrano Ltd;40R.SI;SES;SGD
$ Alliance Mineral;40F.SI;SES;SGD
Asiasons Capital Ltd;5ET.SI;SES;SGD
SMETR;_SMETR.SI;SES;SGD
Beijing Gas Blue Sky Holdings Limited;UQ7.SI;SES;SGD
Renewable Energy Asia Group Ltd;5DW.SI;SES;SGD
iShares Southeast Asia Trust - iShares MSCI India Index ETF;I98.SI;SES;SGD
Koh Brothers Group Ltd;K75.SI;SES;SGD
China Unicom (Hong Kong) Ltd;K3ID.SI;SES;SGD
First Resources Ltd;EB5.SI;SES;SGD
Sinostar Pec Holdings Ltd;C9Q.SI;SES;SGD
Koon Holdings Ltd;5DL.SI;SES;SGD
SOGTR;_SOGTR.SI;SES;SGD
PNE Micron Holdings Ltd;5BS.SI;SES;SGD
Multi - Chem 1;AXA.SI;SES;SGD
DBXT MSUSA US$;KF8.SI;SES;SGD
$ Accrelist;5RJ.SI;SES;SGD
Pavillon Holdings Ltd;596.SI;SES;SGD
OCBC Capital Corp;GG0.SI;SES;SGD
SGXOS;_SGXOS.SI;SES;SGD
CSC R;BLXR.SI;SES;SGD
PSL Holdings Ltd;L6T.SI;SES;SGD
Amplefield Limited;AOF.SI;SES;SGD
Alibaba Pictures Group Ltd;S91.SI;SES;SGD
Mary Chia Holdings Ltd;5OX.SI;SES;SGD
Edition Ltd;5HG.SI;SES;SGD
Informatics Education Ltd;I03.SI;SES;SGD
Croesus RTrust R;BHRR.SI;SES;SGD
Luxking Group Holdings Ltd;L34.SI;SES;SGD
TeleChoice International Ltd;T41.SI;SES;SGD
Luxking Group Holdings Limited;BKK.SI;SES;SGD
Roxy-Pacific Holdings Ltd;E8Z.SI;SES;SGD
Debao Property Development Ltd;K2M.SI;SES;SGD
Koda Ltd;5BK.SI;SES;SGD
Celestial NutriFoods Ltd;C56.SI;SES;SGD
Aluminum Corporation of China Limited;K3HD.SI;SES;SGD
Sinjia Land Ltd;5HH.SI;SES;SGD
Cheung Woh Technologies Ltd;C50.SI;SES;SGD
Dyna-Mac Holdings Ltd;NO4.SI;SES;SGD
Mercator Lines (Singapore) Ltd;EE6.SI;SES;SGD
Tye Soon Limited;BFU.SI;SES;SGD
$ Starland;5UA.SI;SES;SGD
Tung Lok Restaurants 2000 Ltd;540.SI;SES;SGD
TEE Land Ltd;S9B.SI;SES;SGD
Lyxor UCITS ETF MSCI Emerging Markets;H1N.SI;SES;SGD
Hotel Royal Ltd;H12.SI;SES;SGD
;TO9.SI;;SGD
Dapai International Holdings Co Ltd;FP1.SI;SES;SGD
db x-trackers - MSCI AC Asia Ex Japan High Dividend Yield Index UCITS ETF;N2F.SI;SES;SGD
City Developments Ltd;C70.SI;SES;SGD
db x-trackers - MSCI China Index UCITS ETF (DR);LG9.SI;SES;SGD
;SGH16-C.SI;;SGD
Koyo International Ltd;5OC.SI;SES;SGD
China Kangda Food Co Ltd;P74.SI;SES;SGD
HupSteel Ltd;H73.SI;SES;SGD
Hor Kew Corporation Limited;BBP.SI;SES;SGD
Lyxor UCITS ETF Russia (Dow Jones Russia GDR);JC7.SI;SES;SGD
Transit-Mixed Concrete Ltd;570.SI;SES;SGD
$ ICP Ltd;5I4.SI;SES;SGD
$ Logistics;5VI.SI;SES;SGD
Ying Li International Real Estate Ltd;5DM.SI;SES;SGD
db x-trackers - Euro Stoxx 50 UCITS ETF (DR);IH0.SI;SES;SGD
VibroPower Corp Ltd;535.SI;SES;SGD
SingIndexFund;S45U.SI;SES;SGD
China Milk Products Group Ltd;G86.SI;SES;SGD
Plato Capital Ltd;5PI.SI;SES;SGD
China Hongxing Sports Ltd;BR9.SI;SES;SGD
CSC R1;BLYR.SI;SES;SGD
Halcyon Agri Corporation Limited;5VJ.SI;SES;SGD
Croesus RTrust R1;BHSR.SI;SES;SGD
Centurion Corp Ltd;OU8.SI;SES;SGD
Fu Yu Corp Ltd;F13.SI;SES;SGD
Yanzhou Coal Mining Co. Ltd.;K3GD.SI;SES;SGD
$ Rex Intl;5WH.SI;SES;SGD
Grand Banks Yachts Ltd;G50.SI;SES;SGD
ISHARES SINGAPORE ASIA LC 1-3Y;O9Q.SI;SES;SGD
Khong Guan Flour Milling Ltd;K03.SI;SES;SGD
China Yongsheng Ltd;5KK.SI;SES;SGD
China Haida Ltd;C92.SI;SES;SGD
Mann Seng Metal International Ltd;5QR.SI;SES;SGD
Communication Design International Ltd;5HT.SI;SES;SGD
Lasseters International Holdings Ltd;5EL.SI;SES;SGD
Fujian Zhenyun Plastics Industry Co Ltd;5KT.SI;SES;SGD
TT International Ltd;T09.SI;SES;SGD
db x-trackers - MSCI EM Asia Index UCITS ETF;J0N.SI;SES;SGD
Pacific Century Regional Developments Ltd;P15.SI;SES;SGD
CIMB APAC Div S$D;QR9.SI;SES;SGD
Lyxor Commodities Thomson Reuters/CoreCommodity CRB EX-Energy TR UCITS ETF;G1O.SI;SES;SGD
db x-trackers - MSCI Thailand Index UCITS ETF (DR);LG7.SI;SES;SGD
$ Singapore O&G;41X.SI;SES;SGD
China Fibretech Ltd.;AXL.SI;SES;SGD
$ Lereno Bio-Chem;42H.SI;SES;SGD
Tiong Seng Holdings Ltd.;K2P.SI;SES;SGD
JBFoods 1;BEX.SI;SES;SGD
Captii Limited;AWV.SI;SES;SGD
F J Benjamin Holdings Ltd;F10.SI;SES;SGD
Southern Packaging Group Limited;BQP.SI;SES;SGD
Lyxor UCITS ETF MSCI AC Asia Ex Japan;G1K.SI;SES;SGD
LI HENG CHEMICAL FIBRE TECHNOLO;AYA.SI;SES;SGD
REIT2;_REIT2.SI;SES;SGD
Chiwayland International Ltd;ACW.SI;SES;SGD
iFAST Corp Ltd;AIY.SI;SES;SGD
;BAPR.SI;SES;SGD
HG Metal Manufacturing Ltd;526.SI;SES;SGD
Fung Choi Media Group Ltd;F11.SI;SES;SGD
Frasers Centrepoint Trust;J69U.SI;SES;SGD
Chemical Industries (Far East) Ltd;C05.SI;SES;SGD
STAR PHARMACEUTICAL LTD.;AYM.SI;SES;SGD
Indiabulls Properties Investment Trust;BESU.SI;SES;SGD
BRC Asia Limited;BEC.SI;SES;SGD
Colex Holdings Ltd;567.SI;SES;SGD
SRETR;_SRETR.SI;SES;SGD
Viking Offshore and Marine Ltd;557.SI;SES;SGD
u MTU ADR US$;N5YD.SI;SES;SGD
Lyxor UCITS ETF Commodities Thomson Reuters/CoreCommodity CRB TR;A0W.SI;SES;SGD
OKP Holdings Ltd;5CF.SI;SES;SGD
Noel Gifts International Ltd;543.SI;SES;SGD
db x-trackers - db Commodity Booster Light Energy Benchmark UCITS ETF;L5G.SI;SES;SGD
$ UG Healthcare;41A.SI;SES;SGD
Acma Ltd.;AYV.SI;SES;SGD
Resources Prima Group Ltd;5MM.SI;SES;SGD
Lyxor UCITS ETF MSCI AC Asia-Pacific ex Japan;P60.SI;SES;SGD
Sino Techfibre Ltd;AD8.SI;SES;SGD
Lian Beng Group Ltd;L03.SI;SES;SGD
;SGZ15-C.SI;;SGD
SPDR S&P500 US$;S27.SI;SES;SGD
Hafary Holdings Ltd;5VS.SI;SES;SGD
MirachEnergy 1;AWP.SI;SES;SGD
db x-trackers - CSI300 UCITS ETF;KT4.SI;SES;SGD
iShares Southeast Asia Trust - iShares Barclays USD Asia High Yield Bond Index ETF;O9P.SI;SES;SGD
Weiye Holdings Ltd;ON7.SI;SES;SGD
Action Asia Ltd;A59.SI;SES;SGD
歐聖集團有限公司;579.SI;SES;SGD
Si2i 1^;BAJ.SI;SES;SGD
$ IPSSecurex;41E.SI;SES;SGD
Heeton Holdings Ltd;5DP.SI;SES;SGD
United Overseas Australia Ltd;EH5.SI;SES;SGD
CHINA FIBRETECH LTD (SG) NPV (P;AXM.SI;SES;SGD
Hiap Seng Engineering Ltd;510.SI;SES;SGD
db x-trackers - US Dollar Cash UCITS ETF;IH4.SI;SES;SGD
China Sunsine Chemical Holdings Ltd;CH8.SI;SES;SGD
Low Keng Huat (Singapore) Ltd;F1E.SI;SES;SGD
A-Smart Holdings Ltd.;BQC.SI;SES;SGD
SGXR2;_SGXR2.SI;SES;SGD
$ Tritech;5G9.SI;SES;SGD
RHT Health Trust;RF1U.SI;SES;SGD
中國泰山科技集團控股有限公司;AZW.SI;SES;SGD
Achieva Ltd;A02.SI;SES;SGD
Lonza;O6Z.SI;SES;SGD
AEM Holdings Ltd;AWX.SI;SES;SGD
Hwa Hong Corp Ltd;H19.SI;SES;SGD
db x-trackers - DBLCI - OY Balanced UCITS ETF;J0S.SI;SES;SGD
Ascendas India Trust;CY6U.SI;SES;SGD
Sinwa Ltd;5CN.SI;SES;SGD
$ APAC Strategic R;42PR.SI;SES;SGD
Civmec Ltd;P9D.SI;SES;SGD
Otto Marine Ltd;G4F.SI;SES;SGD
International Press Softcom Ltd;571.SI;SES;SGD
db x-trackers II - Australian Dollar Cash UCITS ETF;KV5.SI;SES;SGD
Jaya Holdings Ltd;J10.SI;SES;SGD
Beng Kuang Marine Limited;BEZ.SI;SES;SGD
$ BlackGoldNatural;41H.SI;SES;SGD
Charisma Energy Services Ltd;5QT.SI;SES;SGD
Lorenzo International Ltd;5IE.SI;SES;SGD
Cacola Furniture International Ltd;D2U.SI;SES;SGD
The Stratech Group Limited;ATN.SI;SES;SGD
;SGX15-C.SI;;SGD
LH Group Limited;BKB.SI;SES;SGD
TSH Corp Ltd;574.SI;SES;SGD
Cityneon R;BFJR.SI;SES;SGD
Cityneon Holdings Ltd;5HJ.SI;SES;SGD
$ Terratech;40I.SI;SES;SGD
United Engineers Ltd;U05.SI;SES;SGD
Pan Asian Holdings Ltd;5EW.SI;SES;SGD
Pan Hong Property Group Ltd;P36.SI;SES;SGD
SHS Holdings Ltd;566.SI;SES;SGD
HL GLOBAL ENTERPRISES LIMITED N;AVY.SI;SES;SGD
db x-trackers - MSCI Philippines IM Index UCITS ETF (DR);N2E.SI;SES;SGD
Samko Timber Ltd;E6R.SI;SES;SGD
China International Holdings Ltd;C37.SI;SES;SGD
CFM Holdings Ltd;5EB.SI;SES;SGD
ISDN Holdings Ltd;I07.SI;SES;SGD
LAFE CORP 1;AYC.SI;SES;SGD
SR2TR;_SR2TR.SI;SES;SGD
Eastern Holdings Ltd;5KU.SI;SES;SGD
Casa Holdings Ltd;C04.SI;SES;SGD
STAR Pharmaceutical Limited;AYL.SI;SES;SGD
Lyxor AsiaCS US$;NF6.SI;SES;SGD
Nico Steel Holdings Ltd;5GF.SI;SES;SGD
Huan Hsin Holdings Ltd;H16.SI;SES;SGD
Sitra Holdings International Ltd;5LE.SI;SES;SGD
