siblings;key;company_name;record_date;ex_date;annc_type;datepaid_payable;currency;value;tax;interest_start;interest_end; interest_rate;remarks;base;giving;price;before_consolidation;after_consolidation;particulars
19762;6086;PACIFIC ANDES (HOLDINGS) LTD;30 Aug 2002;28 Aug 2002;DIVIDEND;18 Sep 2002;SGD;0.01;None;;;;;;;;;;SGD 0.01
19762;6076;I-COMM TECHNOLOGY LIMITED;29 Aug 2002;27 Aug 2002;DIVIDEND;19 Sep 2002;US$;0.008;None;;;;;;;;;;US$ 0.008
19762;6088;IDT HOLDINGS (SINGAPORE) LTD;29 Aug 2002;27 Aug 2002;DIVIDEND;19 Sep 2002;SGD;0.1;None;;;;;;;;;;SGD 0.1
19762;6075;MENTOR MEDIA LTD;28 Aug 2002;26 Aug 2002;DIVIDEND;13 Sep 2002;SGD;0.005;LESS TAX;;;;;;;;;;SGD 0.005 LESS TAX
19762;6072;INFORMATICS EDUCATION LTD.;27 Aug 2002;23 Aug 2002;DIVIDEND;12 Sep 2002;;;;;;;;;;;;;10% LESS TAX
19762;6061;BUKIT SEMBAWANG ESTATES LTD;26 Aug 2002;22 Aug 2002;DIVIDEND;06 Sep 2002;;;;;;;;;;;;;20% LESS TAX
19762;6062;BUKIT SEMBAWANG ESTATES LTD;26 Aug 2002;22 Aug 2002;DIVIDEND;06 Sep 2002;;;;;;;;;;;;;15% LESS TAX
19762;6060;METRO HOLDINGS LIMITED;26 Aug 2002;22 Aug 2002;DIVIDEND;06 Sep 2002;;;;;;;;;;;;;5% LESS TAX
19762;6064;OUE LIMITED;26 Aug 2002;22 Aug 2002;DIVIDEND;10 Sep 2002;SGD;0.06;LESS TAX;;;;;;;;;;SGD 0.06 LESS TAX
19762;6139;'DAIRY FARM INT''L HOLDINGS LTD';23 Aug 2002;21 Aug 2002;DIVIDEND;16 Oct 2002;USD;0.01;None;;;;;;;;;;USD 0.01
19762;6140;HONGKONG LAND HOLDINGS LIMITED;23 Aug 2002;21 Aug 2002;DIVIDEND;16 Oct 2002;USD;0.035;None;;;;;;;;;;USD 0.035
19762;6136;JARDINE MATHESON HLDGS LTD;23 Aug 2002;21 Aug 2002;DIVIDEND;16 Oct 2002;SCRIP ALT USD;0.078;None;;;;;;;;;;SCRIP ALT USD 0.078
19762;6137;JARDINE STRATEGIC HLDGS LTD;23 Aug 2002;21 Aug 2002;DIVIDEND;16 Oct 2002;USD;0.046;None;;;;;;;;;;USD 0.046
19762;6063;GRAND BANKS YACHTS LIMITED;22 Aug 2002;20 Aug 2002;DIVIDEND;06 Sep 2002;;;;;;;;;;;;;17% LESS TAX
19762;6056;SURFACE MOUNT TECH (HLDGS) LTD;22 Aug 2002;20 Aug 2002;DIVIDEND;05 Sep 2002;;;;;;;;;;;;;20%
19762;6052;UNITED OVERSEAS BANK LTD;22 Aug 2002;20 Aug 2002;DIVIDEND;04 Sep 2002;SGD;0.15;LESS TAX;;;;;;;;;;SGD 0.15 LESS TAX
19762;6053;UNITED OVERSEAS INSURANCE LTD;22 Aug 2002;20 Aug 2002;DIVIDEND;04 Sep 2002;SGD;0.05;LESS TAX;;;;;;;;;;SGD 0.05 LESS TAX
19762;6049;GREAT EASTERN HLDGS LTD;21 Aug 2002;19 Aug 2002;DIVIDEND;03 Sep 2002;SGD;0.05;LESS TAX;;;;;;;;;;SGD 0.05 LESS TAX
19762;6050;OVERSEA-CHINESE BANKING CORP;21 Aug 2002;19 Aug 2002;DIVIDEND;03 Sep 2002;SGD;0.05;LESS TAX;;;;;;;;;;SGD 0.05 LESS TAX
19762;6057;VICOM LTD;21 Aug 2002;19 Aug 2002;DIVIDEND;05 Sep 2002;;;;;;;;;;;;;10% LESS TAX
19762;6044;JURONG TECH IND CORP LTD;20 Aug 2002;16 Aug 2002;DIVIDEND;02 Sep 2002;;;;;;;;;;;;;7.5% LESS TAX
19762;7019;SPDR DJIA ETF TRUST;20 Aug 2002;16 Aug 2002;DIVIDEND;16 Sep 2002;USD;0.10971;LESS TAX;;;;;;;;;;USD 0.10971 LESS TAX
19762;6047;ALEXANDRA HOLDINGS LTD;19 Aug 2002;15 Aug 2002;DIVIDEND;28 Aug 2002;;;;;;;;;;;;;15% LESS TAX
19762;6039;CEI CONTRACT MANUFACTURING LTD;19 Aug 2002;15 Aug 2002;DIVIDEND;29 Aug 2002;;;;;;;;;;;;;4.15% LESS TAX
19762;6040;CEI CONTRACT MANUFACTURING LTD;19 Aug 2002;15 Aug 2002;DIVIDEND;29 Aug 2002;;;;;;;;;;;;;4.15% LESS TAX
19762;6043;HAW PAR CORP LTD;19 Aug 2002;15 Aug 2002;DIVIDEND;30 Aug 2002;;;;;;;;;;;;;FIRST & INTERIM 5% LESS TAX
19762;6045;HAW PAR HEALTHCARE LTD;19 Aug 2002;15 Aug 2002;DIVIDEND;30 Aug 2002;;;;;;;;;;;;;FIRST & INTERIM 25% LESS TAX
19762;6054;KEPPEL CORPORATION LIMITED;19 Aug 2002;15 Aug 2002;DIVIDEND;05 Sep 2002;;;;;;;;;;;;;16% LESS TAX
19762;6041;PARKWAY HLDGS LTD;19 Aug 2002;15 Aug 2002;DIVIDEND;29 Aug 2002;;;;;;;;;;;;;6% LESS TAX
19762;6037;SEMBCORP MARINE LTD;16 Aug 2002;14 Aug 2002;DIVIDEND;30 Aug 2002;SGD;0.0075;LESS TAX;;;;;;;;;;SGD 0.0075 LESS TAX
19762;6038;SEMBCORP MARINE LTD;16 Aug 2002;14 Aug 2002;DIVIDEND;30 Aug 2002;SGD;0.0075;LESS TAX;;;;;;;;;;SGD 0.0075 LESS TAX
19762;6034;TT INTERNATIONAL LIMITED;16 Aug 2002;14 Aug 2002;DIVIDEND;28 Aug 2002;;;;;;;;;;;;;4% LESS TAX
19762;6051;AUSTRALAND PROPERTYGROUP;15 Aug 2002;13 Aug 2002;DIVIDEND;30 Aug 2002;FULLY FRANKED AUD;0.03;None;;;;;;;;;;FULLY FRANKED AUD 0.03
19762;6055;DEL MONTE PACIFIC LIMITED;15 Aug 2002;13 Aug 2002;DIVIDEND;30 Aug 2002;USD;0.0041;None;;;;;;;;;;USD 0.0041
19762;6118;JARDINE CYCLE & CARRIAGE LTD;15 Aug 2002;13 Aug 2002;DIVIDEND;27 Sep 2002;;;;;;;;;;;;;SCRIP DIV OPT 3% LESS TAX
19762;6046;OVERSEAS UNION TRUST;15 Aug 2002;13 Aug 2002;DIVIDEND;30 Aug 2002;S$;0.04;LESS TAX;;;;;;;;;;S$ 0.04 LESS TAX
19762;6036;CENTRAL PROPERTIES LTD;14 Aug 2002;12 Aug 2002;DIVIDEND;28 Aug 2002;;;;;;;;;;;;;30% LESS TAX
19762;6035;WHEELOCK PROPERTIES (S) LTD;14 Aug 2002;12 Aug 2002;DIVIDEND;29 Aug 2002;SGD;0.045;LESS TAX;;;;;;;;;;SGD 0.045 LESS TAX
19762;6031;ISETAN (SINGAPORE) LTD;13 Aug 2002;08 Aug 2002;DIVIDEND;28 Aug 2002;;;;;;;;;;;;;15% LESS TAX
19762;6032;ISETAN (SINGAPORE) LTD;13 Aug 2002;08 Aug 2002;DIVIDEND;28 Aug 2002;;;;;;;;;;;;;5% LESS TAX
19762;6021;CHINA MERCHANTS PROP DEVTCOLTD;08 Aug 2002;06 Aug 2002;DIVIDEND;20 Aug 2002;CNY;0.11;None;;;;;;;;;;CNY 0.11
19762;6025;OVERSEAS UNION SECURITIES LTD;07 Aug 2002;05 Aug 2002;DIVIDEND;22 Aug 2002;;;;;;;;;;;;;4% LESS TAX
19762;6027;TRANSIT-MIXED CONCRETE LTD;07 Aug 2002;05 Aug 2002;DIVIDEND;23 Aug 2002;;;;;;;;;;;;;5% LESS TAX
19762;6019;PCA TECHNOLOGY LIMITED;06 Aug 2002;02 Aug 2002;DIVIDEND;19 Aug 2002;SGD;0.003846;LESS TAX;;;;;;;;;;SGD 0.003846 LESS TAX
19762;6023;WEARNES INTERNATIONAL (1994);06 Aug 2002;02 Aug 2002;DIVIDEND;20 Aug 2002;;;;;;;;;;;;;4.75% LESS TAX
19762;6024;WEARNES INTERNATIONAL (1994);06 Aug 2002;02 Aug 2002;DIVIDEND;20 Aug 2002;;;;;;;;;;;;;2.25% TAX EXEMPT
19762;6020;DBS GROUP HOLDINGS LTD;05 Aug 2002;01 Aug 2002;DIVIDEND;19 Aug 2002;SGD;0.14;LESS TAX;;;;;;;;;;SGD 0.14 LESS TAX
19762;6026;ENPORIS GREENZ LIMITED;05 Aug 2002;01 Aug 2002;DIVIDEND;21 Aug 2002;;;;;;;;;;;;;5% LESS TAX
19762;6022;GREEN WORLD HOLDINGS LIMITED;05 Aug 2002;01 Aug 2002;DIVIDEND;20 Aug 2002;;;;;;;;;;;;;2.5% LESS TAX
19762;6029;POWERMATIC DATA SYSTEMS LTD;05 Aug 2002;01 Aug 2002;DIVIDEND;23 Aug 2002;;;;;;;;;;;;;2.5% TAX EXEMPT
19762;6028;WBL CORPORATION LIMITED;05 Aug 2002;01 Aug 2002;DIVIDEND;23 Aug 2002;;;;;;;;;;;;;3% LESS TAX
19762;6014;GLOBAL TECH (HLDGS) LIMITED;02 Aug 2002;31 Jul 2002;DIVIDEND;16 Aug 2002;HKD;0.018;None;;;;;;;;;;HKD 0.018
19762;6007;UPP HOLDINGS LIMITED;26 Jul 2002;24 Jul 2002;DIVIDEND;08 Aug 2002;;;;;;;;;;;;;1% LESS TAX
19762;6009;GUOCOLAND LIMITED7%NCCPS040209;25 Jul 2002;23 Jul 2002;DIVIDEND;12 Aug 2002;;;;;;;;;;;;;090202-080802 SGD 0.07 LESS TAX
19762;5975;OSPREY LTD RCCPS 020729;29 Jul 2002;23 Jul 2002;DIVIDEND;08 Aug 2002;S$;0.01233;None;;;;;;;;;;S$ 0.01233
19762;6013;EASTERN HOLDINGS LTD;24 Jul 2002;22 Jul 2002;DIVIDEND;15 Aug 2002;;;;;;;;;;;;;6.5% LESS TAX
19762;6004;MERCURIUS CAPITAL INVESTMENT LIMITED;24 Jul 2002;22 Jul 2002;DIVIDEND;08 Aug 2002;SGD;0.0015;LESS TAX;;;;;;;;;;SGD 0.0015 LESS TAX
19762;6005;SMRT CORPORATION LTD;23 Jul 2002;19 Jul 2002;DIVIDEND;05 Aug 2002;SGD;0.015;LESS TAX;;;;;;;;;;SGD 0.015 LESS TAX
19762;7018;SPDR DJIA ETF TRUST;23 Jul 2002;19 Jul 2002;DIVIDEND;12 Aug 2002;USD;0.14326;LESS TAX;;;;;;;;;;USD 0.14326 LESS TAX
19762;5997;COURTS SINGAPORE LIMITED;19 Jul 2002;17 Jul 2002;DIVIDEND;02 Aug 2002;SGD;0.0132;LESS TAX;;;;;;;;;;SGD 0.0132 LESS TAX
19762;5998;CHEMICAL INDUSTRIES (F.E.) LTD;18 Jul 2002;16 Jul 2002;DIVIDEND;31 Jul 2002;;;;;;;;;;;;;2.65% LESS TAX
19762;5994;SINGAPORE AIRLINES LTD;18 Jul 2002;16 Jul 2002;DIVIDEND;29 Jul 2002;SGD;0.08;LESS TAX;;;;;;;;;;SGD 0.08 LESS TAX
19762;5995;SINGAPORE AIRLINES LTD;18 Jul 2002;16 Jul 2002;DIVIDEND;29 Jul 2002;SGD;0.04;TAX EXEMPT;;;;;;;;;;SGD 0.04 TAX EXEMPT
19762;6001;TIANJIN ZHONG XIN PHARM GROUP;18 Jul 2002;16 Jul 2002;DIVIDEND;29 Jul 2002;;;;;;;;;;;;;17% NET OF TAX
19762;5996;ASIATRAVEL.COM HOLDINGS LTD;15 Jul 2002;11 Jul 2002;DIVIDEND;31 Jul 2002;;;;;;;;;;;;;17% LESS TAX
19762;5993;SATS LTD.;15 Jul 2002;11 Jul 2002;DIVIDEND;26 Jul 2002;SGD;0.04;LESS TAX;;;;;;;;;;SGD 0.04 LESS TAX
19762;5984;CHIP ENG SENG CORPORATION LTD;12 Jul 2002;10 Jul 2002;DIVIDEND;25 Jul 2002;SGD;0.0025;LESS TAX;;;;;;;;;;SGD 0.0025 LESS TAX
19762;5985;CHIP ENG SENG CORPORATION LTD;12 Jul 2002;10 Jul 2002;DIVIDEND;25 Jul 2002;SGD;0.00375;LESS TAX;;;;;;;;;;SGD 0.00375 LESS TAX
19762;5992;HUAN HSIN HOLDINGS LTD;12 Jul 2002;10 Jul 2002;DIVIDEND;26 Jul 2002;;;;;;;;;;;;;6% TAX EXEMPT
19762;5986;MTQ CORPORATION LIMITED;12 Jul 2002;10 Jul 2002;DIVIDEND;24 Jul 2002;SGD;0.0125;LESS TAX;;;;;;;;;;SGD 0.0125 LESS TAX
19762;5987;MTQ CORPORATION LIMITED;12 Jul 2002;10 Jul 2002;DIVIDEND;24 Jul 2002;SGD;0.0125;LESS TAX;;;;;;;;;;SGD 0.0125 LESS TAX
19762;5988;SIA ENGINEERING CO LTD;12 Jul 2002;10 Jul 2002;DIVIDEND;26 Jul 2002;SGD;0.012;LESS TAX;;;;;;;;;;SGD 0.012 LESS TAX
19762;5989;SIA ENGINEERING CO LTD;12 Jul 2002;10 Jul 2002;DIVIDEND;26 Jul 2002;SGD;0.018;TAX EXEMPT;;;;;;;;;;SGD 0.018 TAX EXEMPT
19762;5982;MEDTECS INTERNATIONAL CORP LTD;10 Jul 2002;08 Jul 2002;DIVIDEND;23 Jul 2002;;;;;;;;;;;;;4%
19762;5980;LOW KENG HUAT (SINGAPORE) LTD;05 Jul 2002;03 Jul 2002;DIVIDEND;26 Jul 2002;;;;;;;;;;;;;3% LESS TAX
19762;5981;LINDETEVES-JACOBERG LTD;04 Jul 2002;02 Jul 2002;DIVIDEND;23 Jul 2002;SGD;0.015;LESS TAX;;;;;;;;;;SGD 0.015 LESS TAX
19762;5977;AVJENNINGS LIMITED;03 Jul 2002;01 Jul 2002;DIVIDEND;16 Jul 2002;FULLY FRANKED AUD;0.08;None;;;;;;;;;;FULLY FRANKED AUD 0.08
19762;5974;NERATELECOMMUNICATIONS LTD;02 Jul 2002;28 Jun 2002;DIVIDEND;12 Jul 2002;SGD;0.005;LESS TAX;;;;;;;;;;SGD 0.005 LESS TAX
19762;5973;WING TAI RCCPS 1.5%020715;02 Jul 2002;26 Jun 2002;DIVIDEND;15 Jul 2002;;;;;;;;;;;;;1.5%
19762;5970;UNITED FOOD HOLDINGS LIMITED;27 Jun 2002;25 Jun 2002;DIVIDEND;17 Jul 2002;CNY;0.115;None;;;;;;;;;;CNY 0.115
19762;7017;SPDR DJIA ETF TRUST;25 Jun 2002;21 Jun 2002;DIVIDEND;15 Jul 2002;USD;0.17199;LESS TAX;;;;;;;;;;USD 0.17199 LESS TAX
19762;6997;SPDR S&P 500 ETF TRUST;25 Jun 2002;21 Jun 2002;DIVIDEND;31 Jul 2002;USD;0.35337;LESS TAX;;;;;;;;;;USD 0.35337 LESS TAX
19762;5969;SAN TEH LIMITED;21 Jun 2002;19 Jun 2002;DIVIDEND;10 Jul 2002;;;;;;;;;;;;;6% TAX EXEMPT
19762;6003;CIH LIMITED;19 Jun 2002;17 Jun 2002;DIVIDEND;07 Aug 2002;SCRIP DIV OPT SGD;0.025;TAX EXEMPT;;;;;;;;;;SCRIP DIV OPT SGD 0.025 TAX EXEMPT
19762;7042;ISHARES S&P500 IVV 10;19 Jun 2002;17 Jun 2002;DIVIDEND;26 Jun 2002;USD;0.372536;LESS TAX;;;;;;;;;;USD 0.372536 LESS TAX
19762;5962;NAM CHEONG LIMITED;19 Jun 2002;17 Jun 2002;DIVIDEND;04 Jul 2002;CNY;0.071;None;;;;;;;;;;CNY 0.071
19762;5957;NAM CHEONG LIMITED;19 Jun 2002;17 Jun 2002;DIVIDEND;04 Jul 2002;CNY;0.011;None;;;;;;;;;;CNY 0.011
19762;5961;TYE SOON LTD;18 Jun 2002;14 Jun 2002;DIVIDEND;03 Jul 2002;;;;;;;;;;;;;1.5% LESS TAX
19762;5959;CHINA AVIATION OIL(S) CORP LTD;17 Jun 2002;13 Jun 2002;DIVIDEND;01 Jul 2002;SGD;0.03125;TAX EXEMPT;;;;;;;;;;SGD 0.03125 TAX EXEMPT
19762;5958;DELGRO CORPORATION LIMITED;17 Jun 2002;13 Jun 2002;DIVIDEND;03 Jul 2002;;;;;;;;;;;;;5.5% LESS TAX
19762;5946;GUTHRIE GTS LTD;17 Jun 2002;13 Jun 2002;DIVIDEND;28 Jun 2002;SGD;0.015;LESS TAX;;;;;;;;;;SGD 0.015 LESS TAX
19762;5960;LEEDEN LIMITED;17 Jun 2002;13 Jun 2002;DIVIDEND;03 Jul 2002;SGD;0.001;LESS TAX;;;;;;;;;;SGD 0.001 LESS TAX
19762;5940;TIONG WOON CORP HOLDING LTD;17 Jun 2002;13 Jun 2002;DIVIDEND;27 Jun 2002;SGD;0.004;LESS TAX;;;;;;;;;;SGD 0.004 LESS TAX
19762;5954;HO BEE LAND LIMITED;14 Jun 2002;12 Jun 2002;DIVIDEND;28 Jun 2002;;;;;;;;;;;;;15% LESS TAX
19762;5963;IONICS EMS INC;14 Jun 2002;12 Jun 2002;DIVIDEND;01 Jul 2002;;;;;;;;;;;;;15% LESS TAX
19762;5936;HOTEL ROYAL LTD;13 Jun 2002;11 Jun 2002;DIVIDEND;28 Jun 2002;SGD;0.05;LESS TAX;;;;;;;;;;SGD 0.05 LESS TAX
19762;5949;UOB-KAY HIAN HOLDINGS LIMITED;13 Jun 2002;11 Jun 2002;DIVIDEND;27 Jun 2002;;;;;;;;;;;;;12.5% LESS TAX
19762;5930;AMARA HOLDINGS LTD;12 Jun 2002;10 Jun 2002;DIVIDEND;28 Jun 2002;SGD;0.004;LESS TAX;;;;;;;;;;SGD 0.004 LESS TAX
19762;5937;BONVESTS HOLDINGS LTD;12 Jun 2002;10 Jun 2002;DIVIDEND;27 Jun 2002;;;;;;;;;;;;;3% LESS TAX
19762;5951;HOTEL GRAND CENTRAL LTD;12 Jun 2002;10 Jun 2002;DIVIDEND;28 Jun 2002;SGD;0.01;LESS TAX;;;;;;;;;;SGD 0.01 LESS TAX
19762;5952;HOTEL GRAND CENTRAL LTD;12 Jun 2002;10 Jun 2002;DIVIDEND;28 Jun 2002;SGD;0.01;LESS TAX;;;;;;;;;;SGD 0.01 LESS TAX
19762;5931;SEMBCORP LOGISTICS LTD;12 Jun 2002;10 Jun 2002;DIVIDEND;26 Jun 2002;;;;;;;;;;;;;5.2% LESS TAX
19762;5932;SEMBCORP LOGISTICS LTD;12 Jun 2002;10 Jun 2002;DIVIDEND;26 Jun 2002;;;;;;;;;;;;;11.6% LESS TAX
19762;5948;TMC EDUCATION CORPORATION LTD;12 Jun 2002;10 Jun 2002;DIVIDEND;28 Jun 2002;SGD;0.002;LESS TAX;;;;;;;;;;SGD 0.002 LESS TAX
19762;5943;LERENO BIO-CHEM LTD.;11 Jun 2002;07 Jun 2002;DIVIDEND;28 Jun 2002;;;;;;;;;;;;;5% LESS TAX
19762;5953;PENGUIN INTERNATIONAL LIMITED;11 Jun 2002;07 Jun 2002;DIVIDEND;28 Jun 2002;;;;;;;;;;;;;5% LESS TAX
19762;5947;SEMBCORP INDUSTRIES LTD;11 Jun 2002;07 Jun 2002;DIVIDEND;28 Jun 2002;;;;;;;;;;;;;12% LESS TAX
19762;5922;YEO HIAP SENG LTD;11 Jun 2002;07 Jun 2002;DIVIDEND;02 Jul 2002;;;;;;;;;;;;;1% LESS TAX
19762;5904;BROTHERS (HOLDINGS) LIMITED;10 Jun 2002;06 Jun 2002;DIVIDEND;24 Jun 2002;SGD;0.001;LESS TAX;;;;;;;;;;SGD 0.001 LESS TAX
19762;5921;DOVECHEM STOLTHAVEN LIMITED;10 Jun 2002;06 Jun 2002;DIVIDEND;20 Jun 2002;SGD;0.0125;LESS TAX;;;;;;;;;;SGD 0.0125 LESS TAX
19762;5927;KOH BROTHERS GROUP LIMITED;10 Jun 2002;06 Jun 2002;DIVIDEND;24 Jun 2002;SGD;0.001;LESS TAX;;;;;;;;;;SGD 0.001 LESS TAX
19762;5916;SAMUDERA SHIPPING LINE LTD;10 Jun 2002;06 Jun 2002;DIVIDEND;20 Jun 2002;SGD;0.003;TAX EXEMPT;;;;;;;;;;SGD 0.003 TAX EXEMPT
19762;5933;SBS TRANSIT LTD;10 Jun 2002;06 Jun 2002;DIVIDEND;26 Jun 2002;;;;;;;;;;;;;20% LESS TAX
19762;5934;SBS TRANSIT LTD;10 Jun 2002;06 Jun 2002;DIVIDEND;26 Jun 2002;;;;;;;;;;;;;4% LESS TAX
19762;5955;SEMBCORP MARINE LTD;10 Jun 2002;06 Jun 2002;DIVIDEND;28 Jun 2002;SGD;0.01;LESS TAX;;;;;;;;;;SGD 0.01 LESS TAX
19762;5956;SEMBCORP MARINE LTD;10 Jun 2002;06 Jun 2002;DIVIDEND;28 Jun 2002;SGD;0.04;LESS TAX;;;;;;;;;;SGD 0.04 LESS TAX
19762;5920;SUPERIOR MULTI-PACKAGING LTD;10 Jun 2002;06 Jun 2002;DIVIDEND;20 Jun 2002;;;;;;;;;;;;;4% LESS TAX
19762;5909;AP OIL INTERNATIONAL LIMITED;07 Jun 2002;05 Jun 2002;DIVIDEND;20 Jun 2002;SGD;0.00189;NET OF TAX;;;;;;;;;;SGD 0.00189 NET OF TAX
19762;5935;ENGRO CORPORATION LIMITED;07 Jun 2002;05 Jun 2002;DIVIDEND;20 Jun 2002;;;;;;;;;;;;;15% LESS TAX
19762;5941;HWA HONG CORPORATION LIMITED;07 Jun 2002;05 Jun 2002;DIVIDEND;27 Jun 2002;;;;;;;;;;;;;3% LESS TAX
19762;5942;HWA HONG CORPORATION LIMITED;07 Jun 2002;05 Jun 2002;DIVIDEND;27 Jun 2002;;;;;;;;;;;;;2% LESS TAX
19762;5905;LEE METAL GROUP LTD;07 Jun 2002;05 Jun 2002;DIVIDEND;20 Jun 2002;;;;;;;;;;;;;2.65% LESS TAX
19762;5923;MIYOSHI LIMITED;07 Jun 2002;05 Jun 2002;DIVIDEND;21 Jun 2002;;;;;;;;;;;;;6% LESS TAX
19762;5918;NSL LTD.;07 Jun 2002;05 Jun 2002;DIVIDEND;24 Jun 2002;;;;;;;;;;;;;6% LESS TAX
19762;5898;RAFFLES MEDICAL GROUP LTD;07 Jun 2002;05 Jun 2002;DIVIDEND;19 Jun 2002;;;;;;;;;;;;;8% LESS TAX
19762;5925;SINGAPORE REINSURANCE COR LTD;07 Jun 2002;05 Jun 2002;DIVIDEND;21 Jun 2002;;;;;;;;;;;;;5% LESS TAX
19762;5901;SUPER GROUP LTD.;07 Jun 2002;05 Jun 2002;DIVIDEND;19 Jun 2002;;;;;;;;;;;;;12.5% TAX EXEMPT
19762;5891;CHINA DAIRY GROUP LTD;06 Jun 2002;04 Jun 2002;DIVIDEND;18 Jun 2002;;;;;;;;;;;;;4% LESS TAX
19762;5895;CITY DEVELOPMENTS LIMITED;06 Jun 2002;04 Jun 2002;DIVIDEND;19 Jun 2002;;;;;;;;;;;;;15% LESS TAX
19762;5924;FEDERAL INT(2000) LTD;06 Jun 2002;04 Jun 2002;DIVIDEND;26 Jun 2002;;;;;;;;;;;;;2.5% LESS TAX
19762;5890;FU YU CORPORATION LTD;06 Jun 2002;04 Jun 2002;DIVIDEND;19 Jun 2002;;;;;;;;;;;;;2.5% LESS TAX
19762;5929;HOTUNG INVESTMENT HLDGS LTD;06 Jun 2002;04 Jun 2002;DIVIDEND;20 Jun 2002;USD;0.0058;None;;;;;;;;;;USD 0.0058
19762;5902;KIAN ANN RCCPS 2%020620;10 Jun 2002;04 Jun 2002;DIVIDEND;20 Jun 2002;;;;;;;;;;;;;2% NET OF TAX
19762;5919;LEE KIM TAH HLDGS LIMITED;06 Jun 2002;04 Jun 2002;DIVIDEND;21 Jun 2002;;;;;;;;;;;;;7% LESS TAX
19762;5888;ROTARY ENGINEERING LIMITED;06 Jun 2002;04 Jun 2002;DIVIDEND;19 Jun 2002;SGD;0.008;LESS TAX;;;;;;;;;;SGD 0.008 LESS TAX
19762;5889;ROTARY ENGINEERING LIMITED;06 Jun 2002;04 Jun 2002;DIVIDEND;19 Jun 2002;SGD;0.002;LESS TAX;;;;;;;;;;SGD 0.002 LESS TAX
19762;5914;TECKWAH INDUSTRIAL CORP LTD;06 Jun 2002;04 Jun 2002;DIVIDEND;20 Jun 2002;;;;;;;;;;;;;6% LESS TAX
19762;5892;ALLGREEN PROPERTIES LTD;05 Jun 2002;03 Jun 2002;DIVIDEND;19 Jun 2002;SGD;0.03;LESS TAX;;;;;;;;;;SGD 0.03 LESS TAX
19762;5899;ASIA PACIFIC BREWERIES LTD;05 Jun 2002;03 Jun 2002;DIVIDEND;19 Jun 2002;SGD;0.12;NET OF TAX;;;;;;;;;;SGD 0.12 NET OF TAX
19762;5939;CENTURION CORPORATION LIMITED;05 Jun 2002;03 Jun 2002;DIVIDEND;27 Jun 2002;;;;;;;;;;;;;2% TAX EXEMPT
19762;5885;FRASER AND NEAVE; LIMITED;05 Jun 2002;03 Jun 2002;DIVIDEND;19 Jun 2002;SGD;0.15;NET OF TAX;;;;;;SGD;;;
19762;5906;GOODPACK LIMITED;05 Jun 2002;03 Jun 2002;DIVIDEND;18 Jun 2002;;;;;;;;;;;;;103.66% LESS TAX
19762;5907;GOODPACK LIMITED;05 Jun 2002;03 Jun 2002;DIVIDEND;18 Jun 2002;;;;;;;;;;;;;18.29% TAX EXEMPT
19762;5884;INNOVALUES LIMITED;05 Jun 2002;03 Jun 2002;DIVIDEND;18 Jun 2002;SGD;0.015;LESS TAX;;;;;;;;;;SGD 0.015 LESS TAX
19762;5882;KS ENERGY LIMITED;05 Jun 2002;03 Jun 2002;DIVIDEND;17 Jun 2002;;;;;;;;;;;;;6% LESS TAX
19762;5894;LABROY MARINE LIMITED;05 Jun 2002;03 Jun 2002;DIVIDEND;18 Jun 2002;SGD;0.01;TAX EXEMPT;;;;;;;;;;SGD 0.01 TAX EXEMPT
19762;5893;LAFE CORPORATION LIMITED;05 Jun 2002;03 Jun 2002;DIVIDEND;17 Jun 2002;USD;0.01;None;;;;;;;;;;USD 0.01
19762;5881;OSSIA INTERNATIONAL LTD;05 Jun 2002;03 Jun 2002;DIVIDEND;18 Jun 2002;SGD;0.001;LESS TAX;;;;;;;;;;SGD 0.001 LESS TAX
19762;5926;PTERIS GLOBAL LIMITED;05 Jun 2002;03 Jun 2002;DIVIDEND;21 Jun 2002;;;;;;;;;;;;;6% TAX EXEMPT
19762;6012;SINGAMAS CONTAINER HLDGS LTD;05 Jun 2002;03 Jun 2002;DIVIDEND;30 Jul 2002;HKD;0.02;None;;;;;;;;;;HKD 0.02
19762;5879;SUPERBOWL HOLDINGS LIMITED;05 Jun 2002;03 Jun 2002;DIVIDEND;18 Jun 2002;;;;;;;;;;;;;5% LESS TAX
19762;5880;ZAGRO ASIA LIMITED;05 Jun 2002;03 Jun 2002;DIVIDEND;18 Jun 2002;;;;;;;;;;;;;20% LESS TAX
19762;5887;ENPORIS GREENZ LIMITED;04 Jun 2002;31 May 2002;DIVIDEND;18 Jun 2002;;;;;;;;;;;;;10% LESS TAX
19762;5886;HIAP MOH CORPORATION LTD;04 Jun 2002;31 May 2002;DIVIDEND;17 Jun 2002;;;;;;;;;;;;;6% LESS TAX
19762;5878;HOTEL PROPERTIES LTD;04 Jun 2002;31 May 2002;DIVIDEND;18 Jun 2002;;;;;;;;;;;;;2.5% LESS TAX
19762;5915;NOBLE GROUP LIMITED;04 Jun 2002;31 May 2002;DIVIDEND;18 Jun 2002;USD;0.022;None;;;;;;;;;;USD 0.022
19762;5883;SEMBAWANG KIMTRANS LTD;04 Jun 2002;31 May 2002;DIVIDEND;18 Jun 2002;;;;;;;;;;;;;3% TAX EXEMPT
