siblings;key;company_name;record_date;ex_date;annc_type;datepaid_payable;currency;value;tax;interest_start;interest_end; interest_rate;remarks;base;giving;price;before_consolidation;after_consolidation;particulars
19762;16931;CACHE LOGISTICS TRUST;26 Mar 2013;22 Mar 2013;DIVIDEND;26 Apr 2013;;;;;;;;;;;;;010113 - 260313 SGD 0.00028
19762;16934;CACHE LOGISTICS TRUST;26 Mar 2013;22 Mar 2013;DIVIDEND;26 Apr 2013;;;;;;;;;;;;;010113 - 260313 SGD 0.02093 LESS TAX
19762;17072;'DAIRY FARM INT''L HOLDINGS LTD';22 Mar 2013;20 Mar 2013;DIVIDEND;22 May 2013;USD;0.165;None;;;;;;;;;;USD 0.165
19762;17084;HONGKONG LAND HOLDINGS LIMITED;22 Mar 2013;20 Mar 2013;DIVIDEND;22 May 2013;USD;0.11;None;;;;;;;;;;USD 0.11
19762;16849;HSBC ADR 10;22 Mar 2013;20 Mar 2013;DIVIDEND;08 May 2013;USD;0.9;None;;;;;;;;;;USD 0.9
19762;17060;JARDINE MATHESON HLDGS LTD;22 Mar 2013;20 Mar 2013;DIVIDEND;22 May 2013;;;;;;;;;;;;;SCRIP ALT USD 1
19762;17061;JARDINE STRATEGIC HLDGS LTD;22 Mar 2013;20 Mar 2013;DIVIDEND;22 May 2013;SCRIP ALT USD;0.17;None;;;;;;;;;;SCRIP ALT USD 0.17
19762;16880;K1 VENTURES LIMITED;22 Mar 2013;20 Mar 2013;DIVIDEND;04 Apr 2013;SGD;0.01;ONE-TIER TAX;;;;;;;;;;SGD 0.01 ONE-TIER TAX
19762;17078;MANDARIN ORIENTAL INTL LTD;22 Mar 2013;20 Mar 2013;DIVIDEND;22 May 2013;USD;0.05;None;;;;;;;;;;USD 0.05
19762;16877;HAFARY HOLDINGS LIMITED;21 Mar 2013;19 Mar 2013;DIVIDEND;28 Mar 2013;SGD;0.025;ONE-TIER TAX;;;;;;;;;;SGD 0.025 ONE-TIER TAX
19762;16873;GRP LTD;19 Mar 2013;15 Mar 2013;DIVIDEND;28 Mar 2013;SGD;0.04;ONE-TIER TAX;;;;;;;;;;SGD 0.04 ONE-TIER TAX
19762;16874;GRP LTD;19 Mar 2013;15 Mar 2013;DIVIDEND;28 Mar 2013;SGD;0.01;ONE-TIER TAX;;;;;;;;;;SGD 0.01 ONE-TIER TAX
19762;16936;SPDR DJIA ETF TRUST;19 Mar 2013;15 Mar 2013;DIVIDEND;15 Apr 2013;USD;0.30214;LESS TAX;;;;;;;;;;USD 0.30214 LESS TAX
19762;16981;SPDR S&P 500 ETF TRUST;19 Mar 2013;15 Mar 2013;DIVIDEND;30 Apr 2013;USD;0.69372;LESS TAX;;;;;;;;;;USD 0.69372 LESS TAX
19762;16939;ASCENDAS REAL ESTATE INV TRUST;18 Mar 2013;14 Mar 2013;DIVIDEND;25 Apr 2013;;;;;;;;;;;;;010113 - 180313 SGD 0.0269 LESS TAX
19762;16870;BRC ASIA LIMITED;18 Mar 2013;14 Mar 2013;DIVIDEND;26 Mar 2013;SGD;0.002;ONE-TIER TAX;;;;;;;;;;SGD 0.002 ONE-TIER TAX
19762;16871;BRC ASIA LIMITED;18 Mar 2013;14 Mar 2013;DIVIDEND;26 Mar 2013;SGD;0.008;ONE-TIER TAX;;;;;;;;;;SGD 0.008 ONE-TIER TAX
19762;16898;TOTAL ADR 10;15 Mar 2013;13 Mar 2013;DIVIDEND;11 Apr 2013;USD;0.646306;None;;;;;;;;;;USD 0.646306
19762;16867;RICKMERS MARITIME;14 Mar 2013;12 Mar 2013;DIVIDEND;28 Mar 2013;;;;;;;;;;;;;011012 - 311212 USD 0.006 TAX EXEMPT
19762;16866;CORDLIFE GROUP LIMITED;13 Mar 2013;11 Mar 2013;DIVIDEND;05 Apr 2013;SGD;0.01;ONE-TIER TAX;;;;;;;;;;SGD 0.01 ONE-TIER TAX
19762;16865;CAPITALAND RETAIL CHINA TRUST;12 Mar 2013;08 Mar 2013;DIVIDEND;27 Mar 2013;;;;;;;;;;;;;021112 - 311212 SGD 0.015 TAX EXEMPT
19762;16861;ECOWISE HOLDINGS LIMITED;08 Mar 2013;06 Mar 2013;DIVIDEND;21 Mar 2013;SGD;0.001;ONE-TIER TAX;;;;;;;;;;SGD 0.001 ONE-TIER TAX
19762;16907;MINDRAY MEDICAL INTL ADR 10;08 Mar 2013;06 Mar 2013;DIVIDEND;02 Apr 2013;USD;0.46;None;;;;;;;;;;USD 0.46
19762;16862;TEE INTERNATIONAL LIMITED;08 Mar 2013;06 Mar 2013;DIVIDEND;28 Mar 2013;SGD;0.0065;ONE-TIER TAX;;;;;;;;;;SGD 0.0065 ONE-TIER TAX
19762;16860;TRANSCORP HOLDINGS LIMITED;08 Mar 2013;06 Mar 2013;DIVIDEND;28 Mar 2013;SGD;0.002;ONE-TIER TAX;;;;;;;;;;SGD 0.002 ONE-TIER TAX
19762;16858;DEL MONTE PACIFIC LIMITED;07 Mar 2013;05 Mar 2013;DIVIDEND;27 Mar 2013;USD;0.0151;None;;;;;;;;;;USD 0.0151
19762;16856;KARIN TECHNOLOGY HLDGS LIMITED;07 Mar 2013;05 Mar 2013;DIVIDEND;21 Mar 2013;HKD;0.072;None;;;;;;;;;;HKD 0.072
19762;16850;TAI SIN ELECTRIC LIMITED;06 Mar 2013;04 Mar 2013;DIVIDEND;15 Mar 2013;SGD;0.0075;ONE-TIER TAX;;;;;;;;;;SGD 0.0075 ONE-TIER TAX
19762;16853;VIZ BRANZ LIMITED;06 Mar 2013;04 Mar 2013;DIVIDEND;20 Mar 2013;SGD;0.01;ONE-TIER TAX;;;;;;;;;;SGD 0.01 ONE-TIER TAX
19762;16848;ISHARES ASIA LC 1-3Y BOND ETF;05 Mar 2013;01 Mar 2013;DIVIDEND;27 Mar 2013;USD;0.06;None;;;;;;;;;;USD 0.06
19762;16845;ISHARES ASIA LOC CUR BOND ETF;05 Mar 2013;01 Mar 2013;DIVIDEND;27 Mar 2013;USD;0.09;None;;;;;;;;;;USD 0.09
19762;16846;ISHARES USD ASIA BOND ETF;05 Mar 2013;01 Mar 2013;DIVIDEND;27 Mar 2013;USD;0.12;None;;;;;;;;;;USD 0.12
19762;16847;ISHARES USD ASIA HY BOND ETF;05 Mar 2013;01 Mar 2013;DIVIDEND;27 Mar 2013;USD;0.16;None;;;;;;;;;;USD 0.16
19762;16842;OCBC CAP 3.93% S$400M NCPS 10;05 Mar 2013;01 Mar 2013;DIVIDEND;20 Mar 2013;;;;;;;;;;;;;200912 - 190313 3.93%
19762;16843;OCBCCAPCORP(2008) 5.1%NCPS 100;05 Mar 2013;01 Mar 2013;DIVIDEND;20 Mar 2013;;;;;;;;;;;;;200912 - 190313 5.1%
19762;16840;TIH LIMITED;05 Mar 2013;01 Mar 2013;DIVIDEND;19 Mar 2013;SGD;0.096;ONE-TIER TAX;;;;;;;;;;SGD 0.096 ONE-TIER TAX
19762;16844;UOB 5.05%NCPS 100;05 Mar 2013;01 Mar 2013;DIVIDEND;15 Mar 2013;;;;;;;;;;;;;150912 - 140313 5.05% ONE-TIER TAX
19762;16736;INCH KENNETH KAJANG RUBBER PLC;04 Mar 2013;28 Feb 2013;DIVIDEND;25 Mar 2013;GBP;0.003;TAX EXEMPT;;;;;;;;;;GBP 0.003 TAX EXEMPT
19762;16725;DIAGEO ADR 10;01 Mar 2013;27 Feb 2013;DIVIDEND;12 Apr 2013;APPROXIMATE USD;1.148553;None;;;;;;;;;;APPROXIMATE USD 1.148553
19762;16872;FRASERS COMMERCIAL TRUST CPPU;01 Mar 2013;27 Feb 2013;DIVIDEND;01 Apr 2013;;;;;;;;;;;;;010113 - 310313 SGD 0.013562 LESS TAX
19762;17022;FRASERS COMMERCIAL TRUST CPPU;01 Mar 2013;27 Feb 2013;DIVIDEND;15 May 2013;TAX REFUND SGD;0.0009852;TAX EXEMPT;;;;;;;;;;TAX REFUND SGD 0.0009852 TAX EXEMPT
19762;17023;FRASERS COMMERCIAL TRUST CPPU;01 Mar 2013;27 Feb 2013;DIVIDEND;15 May 2013;TAX REFUND SGD;0.0005795;TAX EXEMPT;;;;;;;;;;TAX REFUND SGD 0.0005795 TAX EXEMPT
19762;16882;KEPPEL REIT;01 Mar 2013;27 Feb 2013;DIVIDEND;12 Apr 2013;;;;;;;;;;;;;010113 - 030313 SGD 0.0057 TAX EXEMPT
19762;16883;KEPPEL REIT;01 Mar 2013;27 Feb 2013;DIVIDEND;12 Apr 2013;;;;;;;;;;;;;010113 - 030313 SGD 0.0013
19762;16884;KEPPEL REIT;01 Mar 2013;27 Feb 2013;DIVIDEND;12 Apr 2013;;;;;;;;;;;;;010113 - 030313 SGD 0.0065 LESS TAX
19762;16831;COSMOSTEEL HOLDINGS LIMITED;28 Feb 2013;26 Feb 2013;DIVIDEND;14 Mar 2013;SGD;0.0125;ONE-TIER TAX;;;;;;;;;;SGD 0.0125 ONE-TIER TAX
19762;16829;JAYA HOLDINGS LTD;28 Feb 2013;26 Feb 2013;DIVIDEND;15 Mar 2013;SGD;0.005;ONE-TIER TAX;;;;;;;;;;SGD 0.005 ONE-TIER TAX
19762;16827;ASTAKA HOLDINGS LIMITED;27 Feb 2013;25 Feb 2013;DIVIDEND;12 Mar 2013;HKD;0.0928;ONE-TIER TAX;;;;;;;;;;HKD 0.0928 ONE-TIER TAX
19762;16830;GLOBAL INVESTMENTS LIMITED;27 Feb 2013;25 Feb 2013;DIVIDEND;12 Apr 2013;SCRIPDIVSCHEME SGD;0.0075;ONE-TIER TAX;;;;;;;;;;SCRIPDIVSCHEME SGD 0.0075 ONE-TIER TAX
19762;16826;LUM CHANG HOLDINGS LIMITED;27 Feb 2013;25 Feb 2013;DIVIDEND;14 Mar 2013;SGD;0.0075;ONE-TIER TAX;;;;;;;;;;SGD 0.0075 ONE-TIER TAX
19762;16851;SILVERLAKE AXIS LTD;27 Feb 2013;25 Feb 2013;DIVIDEND;15 Mar 2013;SGD;0.007;ONE-TIER TAX;;;;;;;;;;SGD 0.007 ONE-TIER TAX
19762;16897;TOTAL ACCESS COMM PUB CO LTD;26 Feb 2013;22 Feb 2013;DIVIDEND;12 Apr 2013;THB;1.66;LESS TAX;;;;;;;;;;THB 1.66 LESS TAX
19762;16824;PERENNIAL CHINA RETAIL TRUST;25 Feb 2013;21 Feb 2013;DIVIDEND;18 Mar 2013;;;;;;;;;;;;;010712 - 311212 SGD 0.0196 TAX EXEMPT
19762;16814;BOARDROOM LIMITED;22 Feb 2013;20 Feb 2013;DIVIDEND;15 Mar 2013;SGD;0.01;ONE-TIER TAX;;;;;;;;;;SGD 0.01 ONE-TIER TAX
19762;16825;BRITISH & MALAYAN TRUSTEES LTD;22 Feb 2013;20 Feb 2013;DIVIDEND;11 Mar 2013;SGD;0.015;ONE-TIER TAX;;;;;;;;;;SGD 0.015 ONE-TIER TAX
19762;16802;KEPPEL INFRASTRUCTURE TRUST;20 Feb 2013;18 Feb 2013;DIVIDEND;01 Mar 2013;;;;;;;;;;;;;011012 - 311212 SGD 0.0082 TAX EXEMPT
19762;16810;PERTAMA HOLDINGS LIMITED;20 Feb 2013;18 Feb 2013;DIVIDEND;08 Mar 2013;SGD;0.005;TAX EXEMPT;;;;;;;;;;SGD 0.005 TAX EXEMPT
19762;16803;SAIZEN REAL ESTATE INV TRUST;20 Feb 2013;18 Feb 2013;DIVIDEND;22 Mar 2013;SGD;0.0066;TAX EXEMPT;;;;;;;;;;SGD 0.0066 TAX EXEMPT
19762;16864;SPDR DJIA ETF TRUST;20 Feb 2013;18 Feb 2013;DIVIDEND;11 Mar 2013;USD;0.3573;LESS TAX;;;;;;;;;;USD 0.3573 LESS TAX
19762;16806;TEHO INTERNATIONAL INC LTD.;20 Feb 2013;18 Feb 2013;DIVIDEND;01 Mar 2013;SGD;0.004;ONE-TIER TAX;;;;;;;;;;SGD 0.004 ONE-TIER TAX
19762;16793;INTERPLEX HOLDINGS LTD.;19 Feb 2013;15 Feb 2013;DIVIDEND;27 Feb 2013;SGD;0.013;ONE-TIER TAX;;;;;;;;;;SGD 0.013 ONE-TIER TAX
19762;16791;LIPPO MALLS INDO RETAIL TRUST;19 Feb 2013;15 Feb 2013;DIVIDEND;05 Mar 2013;;;;;;;;;;;;;011012 - 311212 SGD 0.0019
19762;16792;LIPPO MALLS INDO RETAIL TRUST;19 Feb 2013;15 Feb 2013;DIVIDEND;05 Mar 2013;;;;;;;;;;;;;011012 - 311212 SGD 0.0055 TAX EXEMPT
19762;16795;OXLEY HOLDINGS LIMITED;19 Feb 2013;15 Feb 2013;DIVIDEND;28 Feb 2013;SGD;0.001;ONE-TIER TAX;;;;;;;;;;SGD 0.001 ONE-TIER TAX
19762;16790;CHINA FISHERY GROUP LIMITED;18 Feb 2013;14 Feb 2013;DIVIDEND;28 Feb 2013;SGD;0.019;None;;;;;;;;;;SGD 0.019
19762;16854;FAR EAST HOSPITALITY TRUST;18 Feb 2013;14 Feb 2013;DIVIDEND;21 Mar 2013;;;;;;;;;;;;;270812 - 311212 SGD 0.0209 LESS TAX
19762;16804;NAM LEE PRESSED METAL INDS LTD;18 Feb 2013;14 Feb 2013;DIVIDEND;27 Feb 2013;SGD;0.01;ONE-TIER TAX;;;;;;;;;;SGD 0.01 ONE-TIER TAX
19762;16805;NAM LEE PRESSED METAL INDS LTD;18 Feb 2013;14 Feb 2013;DIVIDEND;27 Feb 2013;SGD;0.01;ONE-TIER TAX;;;;;;;;;;SGD 0.01 ONE-TIER TAX
19762;16780;PACIFIC ANDES RESOURCES DEVLTD;18 Feb 2013;14 Feb 2013;DIVIDEND;11 Mar 2013;SGD;0.003;None;;;;;;;;;;SGD 0.003
19762;16726;ROYAL DUTCH SHELL A ADR 10;15 Feb 2013;13 Feb 2013;DIVIDEND;28 Mar 2013;USD;0.731;None;;;;;;;;;;USD 0.731
19762;16759;ELITE KSB HOLDINGS LIMITED;14 Feb 2013;08 Feb 2013;DIVIDEND;05 Mar 2013;SGD;0.015;ONE-TIER TAX;;;;;;;;;;SGD 0.015 ONE-TIER TAX
19762;16763;KEONG HONG HOLDINGS LIMITED;14 Feb 2013;08 Feb 2013;DIVIDEND;27 Feb 2013;SGD;0.015;ONE-TIER TAX;;;;;;;;;;SGD 0.015 ONE-TIER TAX
19762;16764;KEONG HONG HOLDINGS LIMITED;14 Feb 2013;08 Feb 2013;DIVIDEND;27 Feb 2013;SGD;0.015;ONE-TIER TAX;;;;;;;;;;SGD 0.015 ONE-TIER TAX
19762;16833;AIMS AMP CAP INDUSTRIAL REIT;13 Feb 2013;07 Feb 2013;DIVIDEND;19 Mar 2013;;;;;;;;;;;;;011012 - 311212 SGD 0.0258 LESS TAX
19762;16743;CASA HOLDINGS LIMITED;13 Feb 2013;07 Feb 2013;DIVIDEND;25 Feb 2013;SGD;0.01;ONE-TIER TAX;;;;;;;;;;SGD 0.01 ONE-TIER TAX
19762;16868;HUTCHISON PORT HOLDINGS TRUST;13 Feb 2013;07 Feb 2013;DIVIDEND;26 Mar 2013;;;;;;;;;;;;;010712 - 311212 HKD 0.2719 TAX EXEMPT
19762;16746;SINGAPORE POST LIMITED;13 Feb 2013;07 Feb 2013;DIVIDEND;28 Feb 2013;SGD;0.0125;ONE-TIER TAX;;;;;;;;;;SGD 0.0125 ONE-TIER TAX
19762;16740;PNE INDUSTRIES LTD;08 Feb 2013;06 Feb 2013;DIVIDEND;25 Feb 2013;SGD;0.004;ONE-TIER TAX;;;;;;;;;;SGD 0.004 ONE-TIER TAX
19762;16735;ENVICTUS INTERNATIONAL HOLDINGS LIMITED;07 Feb 2013;05 Feb 2013;DIVIDEND;28 Feb 2013;SGD;0.003;ONE-TIER TAX;;;;;;;;;;SGD 0.003 ONE-TIER TAX
19762;16812;FORTUNE REAL ESTATE INV TRUST;07 Feb 2013;05 Feb 2013;DIVIDEND;28 Feb 2013;;;;;;;;;;;;;010712 - 311212 HKD 0.1653 TAX EXEMPT
19762;16786;CDL HOSPITALITY TRUSTS;06 Feb 2013;04 Feb 2013;DIVIDEND;28 Feb 2013;;;;;;;;;;;;;010712 - 311212 SGD 0.0039 TAX EXEMPT
19762;16787;CDL HOSPITALITY TRUSTS;06 Feb 2013;04 Feb 2013;DIVIDEND;28 Feb 2013;;;;;;;;;;;;;010712 - 311212 SGD 0.0523 LESS TAX
19762;16734;SEN YUE HOLDINGS LIMITED;06 Feb 2013;04 Feb 2013;DIVIDEND;20 Feb 2013;SGD;0.0015;ONE-TIER TAX;;;;;;;;;;SGD 0.0015 ONE-TIER TAX
19762;16774;STARHILL GLOBAL REIT;06 Feb 2013;04 Feb 2013;DIVIDEND;28 Feb 2013;;;;;;;;;;;;;011012 - 311212 SGD 0.0027 TAX EXEMPT
19762;16775;STARHILL GLOBAL REIT;06 Feb 2013;04 Feb 2013;DIVIDEND;28 Feb 2013;;;;;;;;;;;;;011012 - 311212 SGD 0.0086 LESS TAX
19762;16799;ASCOTT RESIDENCE TRUST;05 Feb 2013;01 Feb 2013;DIVIDEND;28 Feb 2013;;;;;;;;;;;;;010712 - 311212 SGD 0.00888 TAX EXEMPT
19762;16800;ASCOTT RESIDENCE TRUST;05 Feb 2013;01 Feb 2013;DIVIDEND;28 Feb 2013;;;;;;;;;;;;;010712 - 311212 SGD 0.02379
19762;16801;ASCOTT RESIDENCE TRUST;05 Feb 2013;01 Feb 2013;DIVIDEND;28 Feb 2013;;;;;;;;;;;;;010712 - 311212 SGD 0.00971 LESS TAX
19762;16836;ASCOTT RESIDENCE TRUST;05 Feb 2013;01 Feb 2013;DIVIDEND;05 Apr 2013;;;;;;;;;;;;;010113 - 050213 SGD 0.00157 LESS TAX
19762;16837;ASCOTT RESIDENCE TRUST;05 Feb 2013;01 Feb 2013;DIVIDEND;05 Apr 2013;;;;;;;;;;;;;010113 - 050213 SGD 0.0046
19762;16733;'CHEW''S GROUP LIMITED';05 Feb 2013;01 Feb 2013;DIVIDEND;15 Feb 2013;SGD;0.0049;ONE-TIER TAX;;;;;;;;;;SGD 0.0049 ONE-TIER TAX
19762;16731;FRASER AND NEAVE; LIMITED;05 Feb 2013;01 Feb 2013;DIVIDEND;21 Feb 2013;SGD;0.12;ONE-TIER TAX;;;;;;SGD;;;
19762;16729;'MACQUARIE INT''L INFRA FUND LTD';05 Feb 2013;01 Feb 2013;DIVIDEND;13 Feb 2013;SGD;0.03;None;;;;;;;;;;SGD 0.03
19762;16730;'MACQUARIE INT''L INFRA FUND LTD';05 Feb 2013;01 Feb 2013;DIVIDEND;13 Feb 2013;SGD;0.0275;None;;;;;;;;;;SGD 0.0275
19762;16732;STI ETF;05 Feb 2013;01 Feb 2013;DIVIDEND;19 Feb 2013;SGD;0.04;ONE-TIER TAX;;;;;;;;;;SGD 0.04 ONE-TIER TAX
19762;16807;FRASERS COMMERCIAL TRUST;04 Feb 2013;31 Jan 2013;DIVIDEND;28 Feb 2013;;;;;;;;;;;;;011012 - 311212 SGD 0.005682 TAX EXEMPT
19762;16808;FRASERS COMMERCIAL TRUST;04 Feb 2013;31 Jan 2013;DIVIDEND;28 Feb 2013;;;;;;;;;;;;;011012 - 311212 SGD 0.00111
19762;16809;FRASERS COMMERCIAL TRUST;04 Feb 2013;31 Jan 2013;DIVIDEND;28 Feb 2013;;;;;;;;;;;;;011012 - 311212 SGD 0.00904 LESS TAX
19762;16728;GOODLAND GROUP LIMITED;04 Feb 2013;31 Jan 2013;DIVIDEND;15 Feb 2013;SGD;0.005;ONE-TIER TAX;;;;;;;;;;SGD 0.005 ONE-TIER TAX
19762;16727;MICRO-MECHANICS (HOLDINGS) LTD;04 Feb 2013;31 Jan 2013;DIVIDEND;20 Feb 2013;SGD;0.01;ONE-TIER TAX;;;;;;;;;;SGD 0.01 ONE-TIER TAX
19762;16769;PARKWAYLIFE REIT;04 Feb 2013;31 Jan 2013;DIVIDEND;28 Feb 2013;;;;;;;;;;;;;011012 - 311212 SGD 0.0032 TAX EXEMPT
19762;16770;PARKWAYLIFE REIT;04 Feb 2013;31 Jan 2013;DIVIDEND;28 Feb 2013;;;;;;;;;;;;;011012 - 311212 SGD 0.0026
19762;16771;PARKWAYLIFE REIT;04 Feb 2013;31 Jan 2013;DIVIDEND;28 Feb 2013;;;;;;;;;;;;;011012 - 311212 SGD 0.0211 LESS TAX
19762;16794;MAPLETREE COMMERCIAL TRUST;01 Feb 2013;30 Jan 2013;DIVIDEND;27 Feb 2013;;;;;;;;;;;;;011012 - 030213 SGD 0.0227 LESS TAX
19762;16782;SUNTEC REAL ESTATE INV TRUST;01 Feb 2013;30 Jan 2013;DIVIDEND;28 Feb 2013;;;;;;;;;;;;;011012 - 311212 SGD 0.01276 LESS TAX
19762;16813;SUNTEC REAL ESTATE INV TRUST;01 Feb 2013;30 Jan 2013;DIVIDEND;28 Feb 2013;;;;;;;;;;;;;011012 - 311212 SGD 0.00556
19762;16798;SUNTEC REAL ESTATE INV TRUST;01 Feb 2013;30 Jan 2013;DIVIDEND;28 Feb 2013;;;;;;;;;;;;;011012 - 311212 SGD 0.00494 TAX EXEMPT
19762;16773;CAPITALAND COMMERCIAL TRUST;31 Jan 2013;29 Jan 2013;DIVIDEND;28 Feb 2013;;;;;;;;;;;;;010712 - 311212 SGD 0.0401 LESS TAX
19762;16781;CAPITALAND COMMERCIAL TRUST;31 Jan 2013;29 Jan 2013;DIVIDEND;28 Feb 2013;;;;;;;;;;;;;010712 - 311212 SGD 0.0007 TAX EXEMPT
19762;16766;FIRST REAL ESTATE INV TRUST;31 Jan 2013;29 Jan 2013;DIVIDEND;28 Feb 2013;;;;;;;;;;;;;261112 - 311212 SGD 0.005 TAX EXEMPT
19762;16767;FIRST REAL ESTATE INV TRUST;31 Jan 2013;29 Jan 2013;DIVIDEND;28 Feb 2013;;;;;;;;;;;;;261112 - 311212 SGD 0.0017
19762;16768;FIRST REAL ESTATE INV TRUST;31 Jan 2013;29 Jan 2013;DIVIDEND;28 Feb 2013;;;;;;;;;;;;;261112 - 311212 SGD 0.0003 LESS TAX
19762;16760;MERMAID MARITIME PUBLIC CO LTD;31 Jan 2013;29 Jan 2013;DIVIDEND;22 Feb 2013;THB;0.0274;LESS TAX;;;;;;;;;;THB 0.0274 LESS TAX
19762;16776;FRASERS CENTREPOINT TRUST;30 Jan 2013;28 Jan 2013;DIVIDEND;28 Feb 2013;;;;;;;;;;;;;011012 - 311212 SGD 0.024 LESS TAX
19762;16815;MAPLETREE INDUSTRIAL TRUST;30 Jan 2013;28 Jan 2013;DIVIDEND;05 Mar 2013;;;;;;;;;;;;;011012 - 311212 SGD 0.0018
19762;16816;MAPLETREE INDUSTRIAL TRUST;30 Jan 2013;28 Jan 2013;DIVIDEND;05 Mar 2013;;;;;;;;;;;;;011012 - 311212 SGD 0.0214 LESS TAX
19762;16720;OLD CHANG KEE LTD.;30 Jan 2013;28 Jan 2013;DIVIDEND;20 Feb 2013;SGD;0.05;ONE-TIER TAX;;;;;;;;;;SGD 0.05 ONE-TIER TAX
19762;16719;SINGAPORE EXCHANGE LIMITED;30 Jan 2013;28 Jan 2013;DIVIDEND;06 Feb 2013;SGD;0.04;TAX EXEMPT;;;;;;;;;;SGD 0.04 TAX EXEMPT
19762;16737;CACHE LOGISTICS TRUST;29 Jan 2013;25 Jan 2013;DIVIDEND;27 Feb 2013;;;;;;;;;;;;;011012 - 311212 SGD 0.00008 TAX EXEMPT
19762;16738;CACHE LOGISTICS TRUST;29 Jan 2013;25 Jan 2013;DIVIDEND;27 Feb 2013;;;;;;;;;;;;;011012 - 311212 SGD 0.00013
19762;16739;CACHE LOGISTICS TRUST;29 Jan 2013;25 Jan 2013;DIVIDEND;27 Feb 2013;;;;;;;;;;;;;011012 - 311212 SGD 0.02133 LESS TAX
19762;16718;KEPPEL INFRASTRUCTURE TRUST;29 Jan 2013;25 Jan 2013;DIVIDEND;22 Feb 2013;;;;;;;;;;;;;010712 - 311212 SGD 0.0469 TAX EXEMPT
19762;16747;KEPPEL REIT;29 Jan 2013;25 Jan 2013;DIVIDEND;27 Feb 2013;;;;;;;;;;;;;011012 - 311212 SGD 0.0087 TAX EXEMPT
19762;16748;KEPPEL REIT;29 Jan 2013;25 Jan 2013;DIVIDEND;27 Feb 2013;;;;;;;;;;;;;011012 - 311212 SGD 0.0071
19762;16749;KEPPEL REIT;29 Jan 2013;25 Jan 2013;DIVIDEND;27 Feb 2013;;;;;;;;;;;;;011012 - 311212 SGD 0.0039 LESS TAX
19762;16716;PAVILLON HOLDINGS LTD.;29 Jan 2013;25 Jan 2013;DIVIDEND;13 Feb 2013;SGD;0.008;ONE-TIER TAX;;;;;;;;;;SGD 0.008 ONE-TIER TAX
19762;16788;CAMBRIDGE INDUSTRIAL TRUST;28 Jan 2013;24 Jan 2013;DIVIDEND;28 Feb 2013;;;;;;;;;;;;;OCT-DEC12
19762;16789;CAMBRIDGE INDUSTRIAL TRUST;28 Jan 2013;24 Jan 2013;DIVIDEND;28 Feb 2013;;;;;;;;;;;;;OCT-DEC12
19762;16765;CAPITALAND MALL TRUST;28 Jan 2013;24 Jan 2013;DIVIDEND;28 Feb 2013;;;;;;;;;;;;;301112 - 311212 SGD 0.0081 LESS TAX
19762;16783;MAPLETREE LOGISTICS TRUST;25 Jan 2013;23 Jan 2013;DIVIDEND;28 Feb 2013;;;;;;;;;;;;;011012 - 311212 SGD 0.0042 TAX EXEMPT
19762;16784;MAPLETREE LOGISTICS TRUST;25 Jan 2013;23 Jan 2013;DIVIDEND;28 Feb 2013;;;;;;;;;;;;;011012 - 311212 SGD 0.0025
19762;16785;MAPLETREE LOGISTICS TRUST;25 Jan 2013;23 Jan 2013;DIVIDEND;28 Feb 2013;;;;;;;;;;;;;011012 - 311212 SGD 0.0105 LESS TAX
19762;16761;'SABANA SHARI''AH COMPLIANT REIT';25 Jan 2013;23 Jan 2013;DIVIDEND;28 Feb 2013;;;;;;;;;;;;;011012 - 311212 SGD 0.0241 LESS TAX
19762;16709;ASIA PACIFIC BREWERIES LTD;24 Jan 2013;22 Jan 2013;DIVIDEND;06 Feb 2013;SGD;0.85;ONE-TIER TAX;;;;;;;;;;SGD 0.85 ONE-TIER TAX
19762;16710;WBL CORPORATION LIMITED;24 Jan 2013;22 Jan 2013;DIVIDEND;18 Feb 2013;SGD;0.05;ONE-TIER TAX;;;;;;;;;;SGD 0.05 ONE-TIER TAX
19762;16745;ASCENDAS REAL ESTATE INV TRUST;23 Jan 2013;21 Jan 2013;DIVIDEND;27 Feb 2013;;;;;;;;;;;;;011012 - 311212 SGD 0.0362 LESS TAX
19762;16772;SPDR DJIA ETF TRUST;23 Jan 2013;21 Jan 2013;DIVIDEND;13 Feb 2013;USD;0.14511;LESS TAX;;;;;;;;;;USD 0.14511 LESS TAX
19762;16705;HISAKA HOLDINGS LTD.;21 Jan 2013;17 Jan 2013;DIVIDEND;31 Jan 2013;SGD;0.0025;ONE-TIER TAX;;;;;;;;;;SGD 0.0025 ONE-TIER TAX
19762;16706;HISAKA HOLDINGS LTD.;21 Jan 2013;17 Jan 2013;DIVIDEND;31 Jan 2013;SGD;0.0075;ONE-TIER TAX;;;;;;;;;;SGD 0.0075 ONE-TIER TAX
19762;16704;GLOBAL PREMIUM HOTELS LIMITED;17 Jan 2013;15 Jan 2013;DIVIDEND;28 Jan 2013;SGD;0.002;ONE-TIER TAX;;;;;;;;;;SGD 0.002 ONE-TIER TAX
19762;16708;NETEASE ADR 10;15 Jan 2013;11 Jan 2013;DIVIDEND;22 Jan 2013;USD;0.98;None;;;;;;;;;;USD 0.98
19762;16702;OCBC BK S$500M4.5%NCPS 100;14 Jan 2013;10 Jan 2013;DIVIDEND;28 Jan 2013;;;;;;;;;;;;;201212 - 270113 4.5% ONE-TIER TAX
