Stock Name;Ticker;Exchange Name;Currency;
Fanhua Inc.;FANH;NASDAQ;USD;
Farmer Brothers;FARM;NASDAQ;USD;
Faro Tech Inc;FARO;NASDAQ;USD;
Fastenal Co;FAST;NASDAQ;USD;
Fate Therapeutics Cmn;FATE;NASDAQ;USD;
Facebook Inc;FB;NASDAQ;USD;
Fortress Biotech Inc;FBIO;NASDAQ;USD;
First Business Finan;FBIZ;NASDAQ;USD;
First Bancshs [Ms];FBMS;NASDAQ;USD;
First Bancorp [Nc];FBNC;NASDAQ;USD;
First Connecticut BA;FBNK;NASDAQ;USD;
Fbr & Co. Common Stk;FBRC;NASDAQ;USD;
Fauquier Bankshares;FBSS;NASDAQ;USD;
FT Brazil Alphadex;FBZ;NASDAQ;USD;
FT China Alphadex;FCA;NASDAQ;USD;
FT Canada Alphadex;FCAN;NASDAQ;USD;
First Capital Inc;FCAP;NASDAQ;USD;
First Community Bksh;FCBC;NASDAQ;USD;
First Community Corp;FCCO;NASDAQ;USD;
1St Constitution Bcp;FCCY;NASDAQ;USD;
First Trust CEF Income Opportunity ETF;FCEF;NASDAQ;USD;
Fuelcell Energy Inc;FCEL;NASDAQ;USD;
First Comty Fncl Cmn;FCFP;NASDAQ;USD;
First Citizens Bancs;FCNCA;NASDAQ;USD;
Fibrocell Science Cmn;FCSC;NASDAQ;USD;
First TR Strategic C;FCVT;NASDAQ;USD;
First Defiance Finl;FDEF;NASDAQ;USD;
First Trust ETF IV;FDIV;NASDAQ;USD;
Federal-Mogul HD Cmn;FDML;NASDAQ;USD;
FT Dev Mkts Exus A D;FDT;NASDAQ;USD;
FT Dv Mkts Exus Smcp;FDTS;NASDAQ;USD;
Fidus Investment Cor;FDUS;NASDAQ;USD;
Frequency Elcts Inc;FEIM;NASDAQ;USD;
Franklin Electric Co;FELE;NASDAQ;USD;
FT EM Mkts Alphadex;FEM;NASDAQ;USD;
First TR Emrg Bd ETF;FEMB;NASDAQ;USD;
FT Dv Mkt Sm Cap A D;FEMS;NASDAQ;USD;
Fenix Parts Inc Cmn;FENX;NASDAQ;USD;
FT Europe Alphadex;FEP;NASDAQ;USD;
First TR Erzne Alphdx;FEUZ;NASDAQ;USD;
First TR Lg Cp Alpha;FEX;NASDAQ;USD;
Fireeye Inc;FEYE;NASDAQ;USD;
First Finl Bncp [Oh];FFBC;NASDAQ;USD;
First Fin Bcorp Wrnt;FFBCW;NASDAQ;USD;
Fuwei Films [Holding;FFHL;NASDAQ;USD;
Flushing Finl Corp;FFIC;NASDAQ;USD;
First Finl Bkshs Inc;FFIN;NASDAQ;USD;
F5 Networks Inc;FFIV;NASDAQ;USD;
Farmers Capital BA;FFKT;NASDAQ;USD;
First Financial Nort;FFNW;NASDAQ;USD;
First Foundation Cmn;FFWM;NASDAQ;USD;
First Gurty Banc Cmn;FGBI;NASDAQ;USD;
Fibrogen Inc CS;FGEN;NASDAQ;USD;
FT Germany Alphadex;FGM;NASDAQ;USD;
Form Holdings Cp;FH;NASDAQ;USD;
First Hawaiian Inc Cmn;FHB;NASDAQ;USD;
Female Health Co;FHCO;NASDAQ;USD;
FT Hong Hong Alphadex;FHK;NASDAQ;USD;
First Interstate Ban;FIBK;NASDAQ;USD;
Finish Line Cl A;FINL;NASDAQ;USD;
Purefunds Solactive Fintech ETF;FINQ;NASDAQ;USD;
Global X Fintech Thematic ETF;FINX;NASDAQ;USD;
Financial Institut;FISI;NASDAQ;USD;
Fiserv Inc;FISV;NASDAQ;USD;
Fifth Third Bncp;FITB;NASDAQ;USD;
Fifth Third Bancorp;FITBI;NASDAQ;USD;
The Health and Fitness ETF;FITS;NASDAQ;USD;
Five Below Inc;FIVE;NASDAQ;USD;
Five9 Inc Cmn;FIVN;NASDAQ;USD;
Natl Beverage Cp;FIZZ;NASDAQ;USD;
First TR Japan Alpdx;FJP;NASDAQ;USD;
FT South Korea Alphadex;FKO;NASDAQ;USD;
FT UK Alphadex;FKU;NASDAQ;USD;
Weatherstorm Forensi;FLAG;NASDAQ;USD;
Ipath Flattener;FLAT;NASDAQ;USD;
Fluidigm Corporation;FLDM;NASDAQ;USD;
Flextronics Intl Ltd;FLEX;NASDAQ;USD;
Fulgent Genetics Inc;FLGT;NASDAQ;USD;
First of Long Isla;FLIC;NASDAQ;USD;
Flir Systems Inc;FLIR;NASDAQ;USD;
Flex Pharma Inc Cmn;FLKS;NASDAQ;USD;
Full House Rsts Cmn;FLL;NASDAQ;USD;
FT Latin Am Alphadex;FLN;NASDAQ;USD;
1-800-Flowers.Com;FLWS;NASDAQ;USD;
Flexion Therapeutics;FLXN;NASDAQ;USD;
Flexsteel Inds;FLXS;NASDAQ;USD;
First Trust ETF III;FMB;NASDAQ;USD;
First Mid Ill Bncshr;FMBH;NASDAQ;USD;
First Midwest Bncp;FMBI;NASDAQ;USD;
Foundation Medicine;FMI;NASDAQ;USD;
First TR Mega Cp Alp;FMK;NASDAQ;USD;
Farmers Natl Banc Cp;FMNB;NASDAQ;USD;
First Nbc Bank Holdi;FNBC;NASDAQ;USD;
Function[X] Inc;FNCX;NASDAQ;USD;
Financial Engines Cmn;FNGN;NASDAQ;USD;
Federated Natl Hldg;FNHC;NASDAQ;USD;
Finjan Holdings Cmn;FNJN;NASDAQ;USD;
First TR MD Cp Vl Al;FNK;NASDAQ;USD;
First Bancorp Inc;FNLC;NASDAQ;USD;
Finisar Corp;FNSR;NASDAQ;USD;
Fintech Acquisition Corp. II Unit;FNTEU;NASDAQ;USD;
First Nw Banc Cmn;FNWB;NASDAQ;USD;
First Trust Mid Cap;FNX;NASDAQ;USD;
First TR Mid Cp Alph;FNY;NASDAQ;USD;
Fogo De Chao Cm ST;FOGO;NASDAQ;USD;
Amicus Therapeutics;FOLD;NASDAQ;USD;
Foamix Pharma Ord;FOMX;NASDAQ;USD;
First Trust Ndq Smtph;FONE;NASDAQ;USD;
Fonar Corp;FONR;NASDAQ;USD;
Forward Inds Inc;FORD;NASDAQ;USD;
Fuling Global Ord Sh;FORK;NASDAQ;USD;
Formfactor Inc;FORM;NASDAQ;USD;
Forrester Resrch;FORR;NASDAQ;USD;
Formula Sys [1985];FORTY;NASDAQ;USD;
Fossil Group Cmn Stk;FOSL;NASDAQ;USD;
21St Centry Fox Class B;FOX;NASDAQ;USD;
21St Centry Fox Class A;FOXA;NASDAQ;USD;
Fox Factory Cp Cmn;FOXF;NASDAQ;USD;
FT Asia Pac Ex Japan;FPA;NASDAQ;USD;
Flexshopper Inc.;FPAY;NASDAQ;USD;
Five Prime Thera Cmn;FPRX;NASDAQ;USD;
First TR Itl Ipo ETF;FPXI;NASDAQ;USD;
Francesca's Holdings;FRAN;NASDAQ;USD;
First Bank Cmn;FRBA;NASDAQ;USD;
Republic First Bcp;FRBK;NASDAQ;USD;
Fred's Inc;FRED;NASDAQ;USD;
Fiesta Restaurant Gp;FRGI;NASDAQ;USD;
First Merchants Corp;FRME;NASDAQ;USD;
Fairpoint Communicat;FRP;NASDAQ;USD;
Frp Holdings Inc;FRPH;NASDAQ;USD;
Freshpet Inc CS;FRPT;NASDAQ;USD;
Papa Murphys Hld Com;FRSH;NASDAQ;USD;
Forterra Inc;FRTA;NASDAQ;USD;
Fifth Street Cmn;FSAM;NASDAQ;USD;
Fsb Community Bnksh;FSBC;NASDAQ;USD;
First South Bncp Inc;FSBK;NASDAQ;USD;
FS Bancorp Inc;FSBW;NASDAQ;USD;
Fifth Street Finance;FSC;NASDAQ;USD;
Fth ST Fin 6.125 Sn;FSCFL;NASDAQ;USD;
First Savings Financ;FSFG;NASDAQ;USD;
Fifth Strt Snr Flt;FSFR;NASDAQ;USD;
First Solar Inc;FSLR;NASDAQ;USD;
Fusion Telecom Intl;FSNN;NASDAQ;USD;
Foster L B Co;FSTR;NASDAQ;USD;
Firstsrvce Sub Vt Sh;FSV;NASDAQ;USD;
FT Switzerland Alphadex;FSZ;NASDAQ;USD;
First TR Lr CA Alpha;FTA;NASDAQ;USD;
First TR Indxx Gl Ag;FTAG;NASDAQ;USD;
First Trust Large CA;FTC;NASDAQ;USD;
First Trust Capital;FTCS;NASDAQ;USD;
Ftd Companies;FTD;NASDAQ;USD;
Fuel Tech Inc;FTEK;NASDAQ;USD;
Fronteo Inc;FTEO;NASDAQ;USD;
First Trust Glb Tc Cmn;FTGC;NASDAQ;USD;
First Trust Exchange;FTHI;NASDAQ;USD;
First Trust ETF Vi;FTLB;NASDAQ;USD;
Fortinet Inc;FTNT;NASDAQ;USD;
Frontier Commun Cp;FTR;NASDAQ;USD;
First TR Indxx Glb N;FTRI;NASDAQ;USD;
Frontier A Mn Cnv Pd;FTRPR;NASDAQ;USD;
First TR Snr Ln ETF;FTSL;NASDAQ;USD;
First Trust ETF IV;FTSM;NASDAQ;USD;
FT Hk Alphadex;FTW;NASDAQ;USD;
First Trust Nasdaq Retail ETF;FTXD;NASDAQ;USD;
First Trust Nasdaq Food & Beverage ETF;FTXG;NASDAQ;USD;
First Trust Nasdaq Pharmaceuticals ETF;FTXH;NASDAQ;USD;
First Trust Nasdaq Semiconductor ETF;FTXL;NASDAQ;USD;
First Trust Nasdaq Oil & Gas ETF;FTXN;NASDAQ;USD;
First Trust Nasdaq Bank ETF;FTXO;NASDAQ;USD;
First Trust Nasdaq Transportation ETF;FTXR;NASDAQ;USD;
Rocket Fuel Inc;FUEL;NASDAQ;USD;
Full Circle Cp Sr Nt;FULLL;NASDAQ;USD;
Fulton Financial Cor;FULT;NASDAQ;USD;
First United Corp;FUNC;NASDAQ;USD;
Sprott Focus Trust;FUND;NASDAQ;USD;
First US Bancshares Inc;FUSB;NASDAQ;USD;
First Trust ETF Vi;FV;NASDAQ;USD;
FT DWA Dyn Foc 5 ETF;FVC;NASDAQ;USD;
Five Star Quality Care;FVE;NASDAQ;USD;
Liberty Media F1 Series A;FWONA;NASDAQ;USD;
Liberty Media F1 Series K;FWONK;NASDAQ;USD;
Forward Pharma Ads;FWP;NASDAQ;USD;
Foward Air Corp;FWRD;NASDAQ;USD;
FXCM Inc;FXCM;NASDAQ;USD;
First Trust Small CA;FYC;NASDAQ;USD;
First TR Sm Cp Alpha;FYT;NASDAQ;USD;
First TR Sm Cr Alpha;FYX;NASDAQ;USD;
German Amer Bncp Inc;GABC;NASDAQ;USD;
Gaiam Inc;GAIA;NASDAQ;USD;
Gladstone Investment;GAIN;NASDAQ;USD;
Gladstone Investment Corp.;GAINM;NASDAQ;USD;
Gladstone Inv 6.5 C;GAINN;NASDAQ;USD;
Gladstone Invt Corp;GAINO;NASDAQ;USD;
Galena Biopharma In;GALE;NASDAQ;USD;
Galectin Therapeutic;GALT;NASDAQ;USD;
Galectin Therapeutics Inc;GALTU;NASDAQ;USD;
Galectin Therap Wts;GALTW;NASDAQ;USD;
Garrison Capital Inc;GARS;NASDAQ;USD;
Stealthgas Inc;GASS;NASDAQ;USD;
Glacier Bancorp Inc;GBCI;NASDAQ;USD;
Golub Capital Bdc I;GBDC;NASDAQ;USD;
Global Indemnity Plc;GBLI;NASDAQ;USD;
Global Indmnty 7.75;GBLIZ;NASDAQ;USD;
Guaranty Bancorp;GBNK;NASDAQ;USD;
Global Blood Ther Cmn;GBT;NASDAQ;USD;
Greene County Bncp;GCBC;NASDAQ;USD;
Sanofi Cvr;GCVRZ;NASDAQ;USD;
Golden Entmt Cmn;GDEN;NASDAQ;USD;
Gds Holdings Ltd;GDS;NASDAQ;USD;
Great Elm Capital Group Inc;GEC;NASDAQ;USD;
Great Elm Capital Corp;GECC;NASDAQ;USD;
Gemphire Therapeutics Inc;GEMP;NASDAQ;USD;
Gencor Industries In;GENC;NASDAQ;USD;
Genetic Tech Spn Ads;GENE;NASDAQ;USD;
Principal Millennials Index ETF;GENY;NASDAQ;USD;
Geospace Technologie;GEOS;NASDAQ;USD;
Geron Corporation;GERN;NASDAQ;USD;
Gevo Inc Cmn Stk;GEVO;NASDAQ;USD;
Guaranty Fedl Bcshs;GFED;NASDAQ;USD;
General Finance Corp;GFN;NASDAQ;USD;
General Fn Cum Pfd C;GFNCP;NASDAQ;USD;
Genrl Fin Sr Nt 2021;GFNSL;NASDAQ;USD;
Grupo Fin Galicia;GGAL;NASDAQ;USD;
Genomic Health Inc;GHDX;NASDAQ;USD;
Gulf Island Fab;GIFI;NASDAQ;USD;
Giga Tronics Inc;GIGA;NASDAQ;USD;
Gigamedia Limited;GIGM;NASDAQ;USD;
G-III Apparel Gp I;GIII;NASDAQ;USD;
Gilead Sciences Inc;GILD;NASDAQ;USD;
Gilat Satellite Ntwk;GILT;NASDAQ;USD;
G K Svcs Inc Cl A;GK;NASDAQ;USD;
Gladstone Cap Corp;GLAD;NASDAQ;USD;
Gladstone 6.75 Srs;GLADO;NASDAQ;USD;
Terraform Glbl Cla;GLBL;NASDAQ;USD;
Globus Maritime Limi;GLBS;NASDAQ;USD;
Glen Burnie Bancorp;GLBZ;NASDAQ;USD;
Great Lakes Drg Dock;GLDD;NASDAQ;USD;
CS X-Links Gld Share;GLDI;NASDAQ;USD;
Galmed Pharmaceutica;GLMD;NASDAQ;USD;
Golar Lng Ltd;GLNG;NASDAQ;USD;
Galapagos Nv;GLPG;NASDAQ;USD;
Gaming & Leisure;GLPI;NASDAQ;USD;
Greenlight Cap. Re.;GLRE;NASDAQ;USD;
Glu Mobile Inc;GLUU;NASDAQ;USD;
Glycomimetics Inc;GLYC;NASDAQ;USD;
Gordmans Stores Inc;GMAN;NASDAQ;USD;
Golar Lng Partners;GMLP;NASDAQ;USD;
Green Bancorp Cmn;GNBC;NASDAQ;USD;
Genocea Biosciences;GNCA;NASDAQ;USD;
Gen Communication;GNCMA;NASDAQ;USD;
Ishares GNMA Bd ETF;GNMA;NASDAQ;USD;
Genmark Diagnostics;GNMK;NASDAQ;USD;
Aevi Genomic Medicine;GNMX;NASDAQ;USD;
Vaneck Vectors Gener;GNRX;NASDAQ;USD;
Gentex Corp;GNTX;NASDAQ;USD;
Genius Brands International Inc;GNUS;NASDAQ;USD;
Genvec Inc;GNVC;NASDAQ;USD;
Golden Ocean Gp Cmn;GOGL;NASDAQ;USD;
Gogo Inc Cmn Stk;GOGO;NASDAQ;USD;
Randgold Res Ltd;GOLD;NASDAQ;USD;
Gladstone Comml;GOOD;NASDAQ;USD;
Gladstone Commercial Corporatio;GOODM;NASDAQ;USD;
Gladstone Commercial;GOODO;NASDAQ;USD;
Gladstone Commercia;GOODP;NASDAQ;USD;
Alphabet Class C;GOOG;NASDAQ;USD;
Alphabet Class A;GOOGL;NASDAQ;USD;
Government Properties Income Trust;GOV;NASDAQ;USD;
Government Properties Income TR;GOVNI;NASDAQ;USD;
Global Ptnr Acq Com;GPAC;NASDAQ;USD;
Global Partner Units;GPACU;NASDAQ;USD;
Global Ptnr Acq Wrt;GPACW;NASDAQ;USD;
Gp Invstmts Aq Ord;GPIA;NASDAQ;USD;
Gp Investments Unit;GPIAU;NASDAQ;USD;
Gp Investments Aq Wt;GPIAW;NASDAQ;USD;
Gaming Partners Intl;GPIC;NASDAQ;USD;
Gulfport Energy Corp;GPOR;NASDAQ;USD;
Green Plains Partners LP;GPP;NASDAQ;USD;
Green Plains Inc Cmn;GPRE;NASDAQ;USD;
Gopro Inc Cl A Cmn;GPRO;NASDAQ;USD;
Green Brick Partners;GRBK;NASDAQ;USD;
Grifols S.A.;GRFS;NASDAQ;USD;
First Trust Nq Ce Smgrid;GRID;NASDAQ;USD;
Griffin Industrial;GRIF;NASDAQ;USD;
Garmin Ltd;GRMN;NASDAQ;USD;
U S Global Inv Inc;GROW;NASDAQ;USD;
Groupon Cl A Cmn;GRPN;NASDAQ;USD;
Gravity Co. Ltd;GRVY;NASDAQ;USD;
Great Southern Bncp;GSBC;NASDAQ;USD;
Gores Holdings II Inc. Units;GSHTU;NASDAQ;USD;
Gsi Technology Inc;GSIT;NASDAQ;USD;
Ferroglobe Plc Os;GSM;NASDAQ;USD;
Global Sources Ltd;GSOL;NASDAQ;USD;
Gridsum Holding Inc;GSUM;NASDAQ;USD;
Gsv Capital Cp Cmn;GSVC;NASDAQ;USD;
Goodyear Tire Rubber;GT;NASDAQ;USD;
Good Times Rest;GTIM;NASDAQ;USD;
Chart Industries In;GTLS;NASDAQ;USD;
Georgetown Bancp Cmn;GTWN;NASDAQ;USD;
GTX Inc;GTXI;NASDAQ;USD;
Gty Technology Holdings Inc;GTYH;NASDAQ;USD;
Gty Technology Holdings Inc;GTYHU;NASDAQ;USD;
Gty Technology Holdings Inc. Warrants;GTYHW;NASDAQ;USD;
Guidance Software;GUID;NASDAQ;USD;
Wisdomtree;GULF;NASDAQ;USD;
Gulf Resources Inc;GURE;NASDAQ;USD;
Gwg Holdings Com Stk;GWGH;NASDAQ;USD;
Gw Pharma ADR;GWPH;NASDAQ;USD;
Global Water Reso Cmn;GWRS;NASDAQ;USD;
Gyrodyne Llc Cmn;GYRO;NASDAQ;USD;
Hawaiian Hldgs Inc;HA;NASDAQ;USD;
Habit Rest Cmn A;HABT;NASDAQ;USD;
Hanmi Financial Cp;HAFC;NASDAQ;USD;
Hain Celestial Grp;HAIN;NASDAQ;USD;
Hallmark Fin Svc;HALL;NASDAQ;USD;
Halozyme Therapeutic;HALO;NASDAQ;USD;
Hasbro Inc;HAS;NASDAQ;USD;
Blackhawk Network Ho;HAWK;NASDAQ;USD;
Haynes Intl Inc;HAYN;NASDAQ;USD;
Huntington Bcshs;HBAN;NASDAQ;USD;
Huntington Bancshares Incorporated Depositary Sh;HBANN;NASDAQ;USD;
Huntington Banc. Dep;HBANO;NASDAQ;USD;
Huntington BNC Pfd A;HBANP;NASDAQ;USD;
Home Bancorp Inc;HBCP;NASDAQ;USD;
Hancock Holding Co;HBHC;NASDAQ;USD;
Hancock Hld 5.95 Nt;HBHCL;NASDAQ;USD;
Harvard Bioscience;HBIO;NASDAQ;USD;
Hamilton Bancorp;HBK;NASDAQ;USD;
Howard Bancorp MD;HBMD;NASDAQ;USD;
Horizon Bancorp;HBNC;NASDAQ;USD;
Huttig Bldg Products;HBP;NASDAQ;USD;
Hennssy Cp Aq II Cmn;HCAC;NASDAQ;USD;
Hennessy Ctl Ut II;HCACU;NASDAQ;USD;
Hennssy Cp Aq II Wrt;HCACW;NASDAQ;USD;
Harvest Capital Cred;HCAP;NASDAQ;USD;
Hrvst Cap 7% Nt 2020;HCAPL;NASDAQ;USD;
Heritage-Crystal;HCCI;NASDAQ;USD;
Hackett Grp Inc;HCKT;NASDAQ;USD;
Hutchison China Ads;HCM;NASDAQ;USD;
Hawaiian Telcom Hold;HCOM;NASDAQ;USD;
Healthcare Svcs Gp;HCSG;NASDAQ;USD;
Hardinge Inc;HDNG;NASDAQ;USD;
Hortonworks Cmn;HDP;NASDAQ;USD;
HD Supply Hlds Cmm;HDS;NASDAQ;USD;
Hudson Tech Inc;HDSN;NASDAQ;USD;
Turtle Beach Corp Cmn;HEAR;NASDAQ;USD;
Hebron Technology Co. Ltd. Common Shares;HEBT;NASDAQ;USD;
H&E Equip Services;HEES;NASDAQ;USD;
Helen of Troy Ltd;HELE;NASDAQ;USD;
Heritage Oaks Bancp;HEOP;NASDAQ;USD;
Hopfed Bancorp Inc;HFBC;NASDAQ;USD;
Home Federal;HFBL;NASDAQ;USD;
Heritage Financial;HFWA;NASDAQ;USD;
China Hgs Real Est;HGSH;NASDAQ;USD;
Hibbett Sports Inc;HIBB;NASDAQ;USD;
Hingham Inst For Svg;HIFS;NASDAQ;USD;
Highway Hldgs Ltd;HIHO;NASDAQ;USD;
Health Insurance Inn;HIIQ;NASDAQ;USD;
Himax Technologies;HIMX;NASDAQ;USD;
Hailiang Edu Grp Ads;HLG;NASDAQ;USD;
Harmonic Inc;HLIT;NASDAQ;USD;
Houghton Mifflin Har;HMHC;NASDAQ;USD;
Hmn Financial Inc;HMNF;NASDAQ;USD;
Helios and Matsn Ana;HMNY;NASDAQ;USD;
Homestreet Inc;HMST;NASDAQ;USD;
Hms Hldgs Cp;HMSY;NASDAQ;USD;
Hometown Bankshares;HMTA;NASDAQ;USD;
Hemisphere Media A;HMTV;NASDAQ;USD;
Handy & Harman Ltd;HNH;NASDAQ;USD;
Hennessy Advisors Cmn;HNNA;NASDAQ;USD;
Hallador Energy Co;HNRG;NASDAQ;USD;
Hooker Furniture;HOFT;NASDAQ;USD;
Hollysys Automation;HOLI;NASDAQ;USD;
Hologic Inc;HOLX;NASDAQ;USD;
Home Bancshares Inc;HOMB;NASDAQ;USD;
Harborone Bancorp Inc;HONE;NASDAQ;USD;
Hope Bancorp Inc;HOPE;NASDAQ;USD;
Chanticleer Hldgs;HOTR;NASDAQ;USD;
Chanticleer Warrants;HOTRW;NASDAQ;USD;
Hovnanian Entr Dep A;HOVNP;NASDAQ;USD;
Highpower Intl Inc;HPJ;NASDAQ;USD;
Hospitality Properites Trust;HPT;NASDAQ;USD;
Hospitality Properties Trust;HPTRP;NASDAQ;USD;
Hanwha Q Cells Ads;HQCL;NASDAQ;USD;
Healthequity Cmn Stk;HQY;NASDAQ;USD;
Harmony Merger Cmn;HRMN;NASDAQ;USD;
Harmony Merger Unit;HRMNU;NASDAQ;USD;
Harmony Merger Wrnt;HRMNW;NASDAQ;USD;
Heron Therapeutics;HRTX;NASDAQ;USD;
Horizon Technology F;HRZN;NASDAQ;USD;
Histogenics Cp Cmn;HSGX;NASDAQ;USD;
Henry Schein Inc;HSIC;NASDAQ;USD;
Heidrick & Struggl;HSII;NASDAQ;USD;
Heska Corp;HSKA;NASDAQ;USD;
HSN Inc Cmn Stk;HSNI;NASDAQ;USD;
Hudson Global Cmn;HSON;NASDAQ;USD;
Healthstream Inc;HSTM;NASDAQ;USD;
Hometrust Bancshares;HTBI;NASDAQ;USD;
Heritage Commerce;HTBK;NASDAQ;USD;
Heat Biologics Inc;HTBX;NASDAQ;USD;
Htg Molecular Dia Cmn;HTGM;NASDAQ;USD;
China Lodg Grp Ads;HTHT;NASDAQ;USD;
Heartland Express;HTLD;NASDAQ;USD;
Heartland Finl USA;HTLF;NASDAQ;USD;
Hub Group Inc A;HUBG;NASDAQ;USD;
Hunter Maritime Acquisition Corp;HUNTU;NASDAQ;USD;
Hunter Maritime Acquisition Corp. Warrant;HUNTW;NASDAQ;USD;
Hurco Cos Inc;HURC;NASDAQ;USD;
Huron Consulting;HURN;NASDAQ;USD;
Hv Bancorp Inc;HVBC;NASDAQ;USD;
Healthways Inc;HWAY;NASDAQ;USD;
Hawthorn Bancshares;HWBK;NASDAQ;USD;
Houston Wire Cable;HWCC;NASDAQ;USD;
Hawkins Inc;HWKN;NASDAQ;USD;
Hydrogenics Corp;HYGS;NASDAQ;USD;
First Trust Tactical;HYLS;NASDAQ;USD;
Wt Bofa ML HY Ngdr F;HYND;NASDAQ;USD;
Ishares Iboxx $ High Yield Ex O;HYXE;NASDAQ;USD;
Wt Bofa ML HY Zero D;HYZD;NASDAQ;USD;
Horizon Pharma Ord;HZNP;NASDAQ;USD;
Iac/Interactive;IAC;NASDAQ;USD;
Integra Lifesciences;IART;NASDAQ;USD;
Ishare Nasdaq Biotech ETF;IBB;NASDAQ;USD;
Independent Bk Cp;IBCP;NASDAQ;USD;
Iberiabank Corp;IBKC;NASDAQ;USD;
Iberiabank Ds Rep C;IBKCO;NASDAQ;USD;
Iberiabank Dp Sh B;IBKCP;NASDAQ;USD;
Interactive Brokers;IBKR;NASDAQ;USD;
Intl Bancshares;IBOC;NASDAQ;USD;
Independent Bank Grp;IBTX;NASDAQ;USD;
Amplify Onln Rtl ETF;IBUY;NASDAQ;USD;
Icad Inc Cmn Stk;ICAD;NASDAQ;USD;
County Bancorp Cmn;ICBK;NASDAQ;USD;
Immucell Cp;ICCC;NASDAQ;USD;
Icf International;ICFI;NASDAQ;USD;
Ichor;ICHR;NASDAQ;USD;
Ishres Gbl Cln Ergy;ICLN;NASDAQ;USD;
Icon Plc;ICLR;NASDAQ;USD;
Iconix Brand Group;ICON;NASDAQ;USD;
Intercept Pharmaceut;ICPT;NASDAQ;USD;
I C U Medical Inc;ICUI;NASDAQ;USD;
Interdigital Inc;IDCC;NASDAQ;USD;
PS FTSE International Low Beta Equal Weight;IDLB;NASDAQ;USD;
Idera Pharmaceutical;IDRA;NASDAQ;USD;
Industrial Svcs Am;IDSA;NASDAQ;USD;
Id Systems Inc;IDSY;NASDAQ;USD;
Integrated Devices;IDTI;NASDAQ;USD;
Interpace Diag Grp;IDXG;NASDAQ;USD;
Idexx Laboratories;IDXX;NASDAQ;USD;
Icahn Enterprises;IEP;NASDAQ;USD;
Ies Holdings Cmn;IESC;NASDAQ;USD;
Ishares MSCI Europe;IEUS;NASDAQ;USD;
Ishares Europe Dvlpd;IFEU;NASDAQ;USD;
Ishares Intl Devlp;IFGL;NASDAQ;USD;
Infosonic Corp;IFON;NASDAQ;USD;
First Trt Dorsey Wri;IFV;NASDAQ;USD;
Ishares Global Infra;IGF;NASDAQ;USD;
Internet Gold-Golden;IGLD;NASDAQ;USD;
Ishares Intl Trsy Bd;IGOV;NASDAQ;USD;
Information Svcs Grp;III;NASDAQ;USD;
Insteel Industries;IIIN;NASDAQ;USD;
Internet Init Jap;IIJI;NASDAQ;USD;
Intricon Corp;IIN;NASDAQ;USD;
I I V I Inc;IIVI;NASDAQ;USD;
Iao Kun Grp Holdings;IKGH;NASDAQ;USD;
Ikonics Corp;IKNX;NASDAQ;USD;
Ilg Inc;ILG;NASDAQ;USD;
Illumina Inc;ILMN;NASDAQ;USD;
Immune Design CS;IMDZ;NASDAQ;USD;
Purefunds Etfx Healthtech ETF;IMED;NASDAQ;USD;
Immunogen Inc;IMGN;NASDAQ;USD;
Intermolecular Inc;IMI;NASDAQ;USD;
Ingles Markets Inc;IMKTA;NASDAQ;USD;
Immersion Corp;IMMR;NASDAQ;USD;
Immunomedics Inc;IMMU;NASDAQ;USD;
Imprimis Phar Cmn;IMMY;NASDAQ;USD;
Immune Pharma Cmn;IMNP;NASDAQ;USD;
Chipmos Tech New;IMOS;NASDAQ;USD;
Imperva Inc;IMPV;NASDAQ;USD;
Internap Corp Cmn;INAP;NASDAQ;USD;
First Internet Bcp;INBK;NASDAQ;USD;
First Internet Bancorp;INBKL;NASDAQ;USD;
Inc Research A Cmn;INCR;NASDAQ;USD;
Incyte Corporation;INCY;NASDAQ;USD;
Independent Bk Corp;INDB;NASDAQ;USD;
Ishares India 50 ETF;INDY;NASDAQ;USD;
Infinity Pharmaceuti;INFI;NASDAQ;USD;
Infinera Corporation;INFN;NASDAQ;USD;
IHS Markit Ltd;INFO;NASDAQ;USD;
Legg Mason ETF Equity Trust Legg Mason Global In;INFR;NASDAQ;USD;
Inogen Inc;INGN;NASDAQ;USD;
Innocoll Hld Ord Shr;INNL;NASDAQ;USD;
Inovio Pharma Cmn;INO;NASDAQ;USD;
Innodata Inc;INOD;NASDAQ;USD;
Inovalon Hldgs Cm A;INOV;NASDAQ;USD;
Inspired Entertainment Inc. Common Stock;INSE;NASDAQ;USD;
Inspired Entertainment Inc. Warrants;INSEW;NASDAQ;USD;
Novatel Wireless Cmn;INSG;NASDAQ;USD;
Insmed Inc;INSM;NASDAQ;USD;
Insys Theraptcs Cmn;INSY;NASDAQ;USD;
Intel Corp;INTC;NASDAQ;USD;
Intergroup Cp The;INTG;NASDAQ;USD;
Intl Fcstone Inc Cmn;INTL;NASDAQ;USD;
Intuit Inc;INTU;NASDAQ;USD;
Intersections Inc;INTX;NASDAQ;USD;
Innoviva Inc;INVA;NASDAQ;USD;
Identiv Inc;INVE;NASDAQ;USD;
Inventergy Glbl Inc;INVT;NASDAQ;USD;
Innerworkings Inc;INWK;NASDAQ;USD;
Ionis Pharmaceutical;IONS;NASDAQ;USD;
Innospec Inc;IOSP;NASDAQ;USD;
